Title,Content,Date
"Anglo Pacific open to selling thermal coal royalties to boost ESG 
 credentials","... a broader base of investors by adding more battery metals, including 
 lithium, manganese and copper, to its streaming and royalty portfolio, 
 Treger said.",14 Apr 2021
Manganese X gibt die Genehmigung des Arrangement-Plans ...,"April 2021) - Manganese X Energy Corp. (TSXV: MN) (FWB: 9SC2) (OTC: MNXXF) 
 (""Manganese X"" oder das ""Unternehmen"") freut sich bekannt zu ...",14 Apr 2021
Are Cherry Pits Safe to Eat? Cyanide Content and More,"Plus, they provide B vitamins, manganese, copper, magnesium, and vitamin K. 
 Summary Cherries are a good source of vitamin C, potassium, fiber, and 
 other ...",14 Apr 2021
China's Gem sells battery precursors to Korea's Ecopro,"NCM/NCA ternary precursors are manufactured using cobalt, nickel and 
 aluminium/manganese. The precursor is then combined with lithium to make 
 cathode material.",16 Apr 2021
China's Wuling halts Guizhou manganese plant,"China's Wuling Manganese on 16 April halted its 200 t/d flake output in 
 Guizhou province for equipment maintenance, as part of an output suspension 
 plan ...",19 Apr 2021
Manganese X Energy Corp CEO Martin Kepman Explains ...,"Manganese is poised to provide a viable component that may replace the 
 existing rechargeable battery chemistry by using its elemental qualities.",20 Apr 2021
Empowered Ntsimbintle strengthens standing in manganese ...,"As an independently operated and managed empowered manganese mining 
 company, Tshipi runs the Tshipi Borwa manganese mine, an opencast operation 
 in the ...",20 Apr 2021
"American Manganese aims to appeal to US investors with its approach to 
 recycling cathode materials","American Manganese Inc (CVE:AMY) (OTCQB:AMYZF) CEO Larry Reaugh tells 
 Proactive it was important for the group to begin trading its shares on the 
 OTCQB ...",21 Apr 2021
Manganese X Energy Selects Wood for Preliminary Economic ...,"Looking to Production of Ultra-High-Purity Battery-Grade Manganese to 
 Supply Growing Electric Vehicle and Energy Storage Sectors.",22 Apr 2021
"Jupiter Mines (ASX:JMS) to pay two-cent final dividend as manganese profits 
 dip","The manganese and iron ore miner said it remained profitable over the 
 financial year, which spanned from March 1, 2020, to February 28, 2021, ...",22 Apr 2021
"Jupiter records strong year, despite pandemic","ASX-listed Jupiter Mines and Tshipi é Ntle Manganese Mining, in which 
 Jupiter holds a 49.9% interest, both remained cash positive and profitable 
 for the ...",22 Apr 2021
High manganese steel used to develop liquid hydrogen ...,"SEOUL -- A state research body joined hands with private companies in South 
 Korea to develop a liquid hydrogen storage tank using high manganese 
 steel, ...",23 Apr 2021
Japan's Nippon Denko to cut high-carbon FeMn capacity,"Japanese high-carbon ferro-manganese producer Nippon Denko is cutting its 
 high-carbon ferro-manganese production capacity by around 30pc, in response 
 to ...",23 Apr 2021
"3,000 miners on strike in Georgian mining town of Chiatura","Approximately 3,000 employees of Georgian Manganese and its subsidiaries 
 have gone on strike in the town of Chiatura in the Imereti region of 
 Western ...",24 Apr 2021
Battery-Metal Rush Pits Miners Against Marine Biologists,"... tons of manganese nodules -- fist-sized rocks formed over thousands of 
 years, which are filled with nickel and cobalt needed for lithium-ion 
 batteries.",24 Apr 2021
"Chiatura Miners On Strike, Demands Partially Met","The Georgian Manganese, a company that together with its affiliates and 
 subsidiaries runs the mining sector in the western Georgian town of 
 Chiatura, ...",25 Apr 2021
"Eramet: Q1 2021 turnover up 8%, driven by the strong growth","1.5 Mt in manganese ore produced (+17% vs. Q1 2020) in Gabon; 1.1 Mwmt of 
 ore produced in New Caledonia (+14%) and 433 kwmt in exports (+31%), 
 despite societal ...",26 Apr 2021
Nano One advances joint LNMO cathode development work ...,"The first two phases of the joint development program have been focused on 
 LNMO cathode materials (lithium nickel manganese oxide) and have been ...",26 Apr 2021
5 healthy foods that tell your stomach good morning,"One raw egg contains only 75 calories, but it can give you up to seven 
 grams of protein, iron, potassium, zinc, manganese, folate, and vitamins A, 
 B1, ...",26 Apr 2021
"Are Baked Potatoes Healthy? Nutrition, Benefits, and Downsides","Carbs: 36.6 grams; Fiber: 3.8 grams; Vitamin C: 28% of the RDI; Vitamin B6: 
 27% of the RDI; Potassium: 26% of the RDI; Manganese: 19% ...",26 Apr 2021
"South32 raises Mn output in Australia, South Africa","Australia-based resources firm South32 achieved a production record at its 
 Australian manganese ore operations in the nine months to 31 March and has 
 raised ...",27 Apr 2021
"Bombay High Court Directs PSU To Use CSR Funds To Set Up Oxygen Plants For 
 Hospitals","With an aim of oxygen supply in Nagpur region, the Bombay High Court(Nagpur 
 Bench) has directed the Manganese Ore India Ltd, a Public Sector 
 Undertaking, ...",27 Apr 2021
Ferroglobe to 'restructure' Europe ferro-alloys output,"European manganese alloys prices have jumped over 2021 amid strengthening 
 demand and producer discipline, container shortages and higher freight 
 rates all ...",27 Apr 2021
Manganese Mining Market | Evolving Opportunities with ...,"Manganese Mining Market | Evolving Opportunities with African Rainbow 
 Minerals Ltd. and Anglo American Plc | Technavio. Technavio 
 (PRNewsfoto/Technavio). News ...",28 Apr 2021
"American Manganese Prepares Recycled Lithium-Ion Battery NMC Cathode Waste 
 for Cathode Precursor Production","American Manganese Prepares Recycled Lithium-Ion Battery NMC Cathode Waste 
 for Cathode Precursor Production. April 29, 2021 ·3 min read. In ...",29 Apr 2021
"American Manganese prepares cathode precursor for production testing as 
 part of lithium-ion battery recycling process","American Manganese prepares cathode precursor for production testing as 
 part of lithium-ion battery recycling process. The company is hoping to 
 prove the ...",29 Apr 2021
"Manganese, nickel, silicon are main focus of battery research","Manganese, nickel, silicon are main focus of battery research. Valentina 
 Ruiz Leotaud | May 2, 2021 | 6:30 am Battery Metals Education Asia Europe 
 USA Cobalt ...",2 May 2021
Promising suite of manganese assets facing extremely ...,"In acquiring just under 20% of Jupiter, Ntsimbintle is entitled to 47% of 
 the profit from the manganese ore produced by the Tshipi Borwa Mine in 
 the ...",3 May 2021
GSR rescues its deep-sea manganese mining robot,"The CCZ seabed is said to be home to billions of tons of manganese nodules 
 – small rocks formed over millennia which are filled with nickel and cobalt 
 used ...",3 May 2021
"AMERICAN MANGANESE ANNOUNCES NEW IMPROVEMENTS IN ITS EFFORT TO BE AN ASSET 
 TO CANADA'S PURSUIT OF BECOMING A GLOBAL PLAYER IN ELECTRIC BATTERY 
 RECYCLING","American Manganese Inc., with its advanced and patented lithium-ion battery 
 cathode recycling process (RecycLiCo™), presented at the Benzinga 
 Cleantech ...",3 May 2021
"MOIL reduces prices of Manganese Ore and other products by 5%; Stock ends 
 4% higher","MOIL reduces prices of Manganese Ore and other products by 5%; Stock ends 
 4% higher. The prices of all grades of Ferro, SMGR grades (Mn30% & Mn25%), 
 Fines, and ...",3 May 2021
BASF and Umicore sign patent agreement - electrive.com,"This includes chemical compositions such as nickel-cobalt-manganese (NCM), 
 ... and lithium-rich high-energy manganese NCM (HE NCM), according to BASF.",4 May 2021
Euro Manganese Announces Results of Special Meeting,"VANCOUVER, British Columbia, May 05, 2021 (GLOBE NEWSWIRE) -- Euro 
 Manganese Inc. (TSX-V/ASX: EMN) (the ""Company"" or ""EMN"") is pleased to 
 announce that, ...",5 May 2021
BASF and Umicore enter into a patent cross-license ...,"... cobalt manganese (NCM), nickel cobalt aluminum (NCA), nickel cobalt 
 manganese aluminum (NCMA) and lithium rich, high manganese high energy NCM 
 (HE NCM).",5 May 2021
[Herald Interview] American Manganese on lookout for opportunities in Korea,"American Manganese, a Vancouver-based critical metals company, is seeking 
 to tap into the South Korean battery market with its exclusive technology 
 to ...",6 May 2021
Bryah Resources (ASX:BYH) scans high-grade manganese at Bryah Basin,"Bryah Resources (BYH) has reported high-grade manganese at the Bryah Basin 
 Manganese joint venture project in WA following scans of core from recent 
 diamond ...",6 May 2021
Element 25 (ASX:E25) raises over $9M for manganese project,"Element 25 will primarily use the $9.2 million in proceeds from the set-off 
 to fund the planned stage two expansion of manganese concentrate production.",6 May 2021
What Fruit Is Good for Kidneys? Diet & Nutrition,"Contain flavonoids, which are good for improving kidney function and can 
 reduce the growth of cancer cells. Excellent source of manganese, vitamin B 
 and C, ...",6 May 2021
Euro Manganese | Industry Insights,"Jan Votava, Managing Director of Magnan Chvaletice s.r.o., the Czech 
 subsidiary of Canadian company Euro Manganese Inc., discusses the company's 
 Chvaletice ...",7 May 2021
Primobius firms up German battery recycling plant costs,"Feedstock will come mainly from nickel-manganese-cobalt (NMC) cathode 
 batteries from electric vehicles and stationary energy storage batteries, 
 reflecting ...",7 May 2021
Korean consortium led by LG move on with project to create ...,"Indonesia is one of the world's major producers of nickel, cobalt and 
 manganese, key raw materials in making EV batteries. [Photo by Yonhap].",7 May 2021
Annual Nevada Day Golf Tournament tees off at Silver Oak ...,"Carson City well source test shows manganese level above secondary drinking 
 water standard · News - Tuesday, July 27, 2021 - 1:50pm.",8 May 2021
Euro Manganese Announces Closing of Second Tranche of ...,"VANCOUVER, British Columbia, May 10, 2021 (GLOBE NEWSWIRE) -- Euro 
 Manganese Inc. (TSX-V / ASX: EMN) (the “Company” or “EMN”) is pleased to 
 announce that, ...",10 May 2021
Global Electrolytic Manganese Dioxide (2020 to 2027 ...,"Amid the COVID-19 crisis, the global market for Electrolytic Manganese 
 Dioxide (EMD) estimated at US$1.4 Billion in the year 2020, is projected to 
 reach a ...",10 May 2021
Global Lithium-ion Battery Market Report 2021-2026: Focus ...,"... Battery Market Report 2021-2026: Focus on Lithium Cobalt Oxide, Lithium 
 Iron Phosphate, Lithium Nickel Manganese Cobalt & Lithium Manganese Oxide.",10 May 2021
"Why This Critical Steel, Battery and EV Metal Should Be On ...","Manganese is in high demand because of its applications in steel, batteries 
 and electric vehicle production. Strategic metals are no less important 
 today ...",11 May 2021
Worldwide Manganese-iron Alloy Global Industry to 2026 ...,"Tata Steel; Gulf Manganese; Monet Group; OM Holdings; Abhijeet; Jiling 
 Ferroalloys; Guangxi Ferroalloys; Erdos Group. Key Topics Covered: Chapter 
 1 Executive ...",11 May 2021
Three individuals sew mouths shut to protest activities of ...,"The protesters say that the activities of Georgian Manganese cause 
 landslides, damages roads and local houses. Protesters are demanding 
 Georgian Manganese ...",11 May 2021
American Manganese Advisory Board Member Dan ...,"SURREY, BC / ACCESSWIRE / May 11, 2021 / American Manganese Inc. 
 (TSXV:AMY)(OTCQB:AMYZF)(FSE:2AM) ('AMY' or the 'Company') is pleased to 
 announce that Dan ...",11 May 2021
Blockchain to Help Polestar Track Battery-Material Sources,"... on those with identified risks in either environmental and/or human 
 rights, such as nickel, mica, manganese, graphite and lithium, among others.",11 May 2021
"Link between heart health and manganese - Know the benefits and risks 
 involved","Manganese is one such trace mineral that is found in a variety of foods 
 such as almonds, peanuts, pecans, raisin bran, brown rice, and spinach. 
 SHOW FULL STORY.",12 May 2021
Euro Manganese (ASX:EMN) closes $30M placement’s last tranche,"Battery materials company Euro Manganese (EMN) has completed the second 
 tranche of its $30 million private placement; The second tranche consisted 
 of ...",12 May 2021
MRI contrast may supplant current 'gold standard' for ...,"A team of U.K.-based researchers discovered manganese-based imaging agents 
 enhance MRI exams to afford more accurate details of heart function 
 compared to ...",12 May 2021
Colorimetry for Potability: The Aztec 600,"When it comes to potable water, there are many parameters that demand 
 testing. Here, we specifically consider the ways in which Aluminum, Iron, 
 Manganese and ...",12 May 2021
Science Translational Medicine Article Shows Galera's ...,"The publication, “Avasopasem manganese synergizes with hypofractionated 
 radiation to ablate tumors through the generation of hydrogen peroxide,” 
 reports ...",12 May 2021
Global Agricultural Micronutrients Market 2020-2021 & 2027 ...,"Global Agricultural Micronutrients Market 2020-2021 & 2027: Boron, Copper, 
 Iron, Manganese, Molybdenum & Zinc - ResearchAndMarkets.com.",13 May 2021
Maithan Alloys Q4 profit up 32 pc at Rs 85 crore,"Kolkata (West Bengal) [India], May 13 (ANI): India's largest manganese 
 alloy producer Maithan Alloys Ltd on Thursday reported 32 per cent hike in 
 its profit ...",13 May 2021
Maithan Alloys Q4 profit up 32 pc at Rs 85 crore,"ANI | Updated: May 13, 2021 16:15 IST. Kolkata (West Bengal) [India], May 
 13 (ANI): India's largest manganese alloy producer Maithan Alloys Ltd on 
 Thursday ...",13 May 2021
Lithium Australia puts cathode material out for testing,"Lithium manganese ferro phosphate has an energy density similar to that of 
 the more common, nickel-based lithium-ion batteries, however, it is claimed 
 to be ...",13 May 2021
"Manganese Market Trends, Growth, Opportunities, Scope & Detail Survey by 
 2027 | Top Key Players Shengyan, King-Ray, Vyankatesh, Yiwang Ferroalloy, 
 Sunbond","Manganese Market Trends, Growth, Opportunities, Scope & Detail Survey by 
 2027 | Top Key Players Shengyan, King-Ray, Vyankatesh, Yiwang Ferroalloy, 
 Sunbond.",13 May 2021
Hydrogen peroxide-producing drug boosts cancer-killing ...,"""Our study shows that Avasopasem manganese interacts synergistically with 
 high doses of radiation to create hydrogen peroxide that selectively kill 
 cancer cells ...",13 May 2021
"Manganese X Subsidiary and JV Partner PureBiotic Air Inc. Provide Virginia 
 State University Testing Update on Biofilm Deconstruction of Pathogens 
 Including COVID-19","Manganese X Energy Corp. CEO Martin Kepman said, ""There were some delays 
 caused by the COVID-19 restrictions in accessing VSU testing facilities, ...",17 May 2021
"American Manganese strengthens portfolio with South Korean patent for its 
 technology","American Manganese strengthens portfolio with South Korean patent for its 
 technology. As reported in March, 2021, the company revealed it had 
 received a 'notice ...",18 May 2021
Euro Manganese president and CEO discusses proactive approach to ESG,"The company's principal focus is advancing the evaluation and development 
 of the Chvaletice Manganese Project in the Czech Republic. Euro Manganese 
 Inc ...",18 May 2021
Manganese: the next hot battery metal,"Battery makers are increasingly seeking high purity manganese concentrate 
 from reliable jurisdictions such as Australia. ... Move over lithium, 
 graphite, cobalt ...",19 May 2021
"Manganese X Provides Update Regarding the Graphano Energy Spin-Out Timing 
 and Record Date","Montréal, Québec--(Newsfile Corp. - May 20, 2021) - Manganese X Energy 
 Corp. (TSXV: MN) (FSE: 9SC2) (OTCQB: MNXXF) (""Manganese X"" or the 
 ""Company"") is ...",19 May 2021
Manitoba cautions on manganese in well water,"A significant number of wells in Manitoba may be carrying water with 
 manganese levels well above new health standards, particularly for infants.",19 May 2021
Hydrogen Peroxide-producing Drug Boosts Cancer-Killing ...,"The drug, known as Avasopasem manganese, is made by Galera Therapeutics. It 
 acts. Getty Images. May 19, 2021 — A small drug molecule that appears to ...",19 May 2021
Menar expects first ore from inaugural manganese mine in July,"Mining investment firm Menar has officially launched its first-to-portfolio 
 manganese mine, East Manganese, in Hotazel, in the Northern Cape.",20 May 2021
Manganese: the next 'hot' battery metal?,"However, investor focus is more on high purity manganese (HPM), which can 
 be used as a cheaper substitute for cobalt in nickel-cobalt-manganese (NCM) 
 battery ...",20 May 2021
Charlestown Gets Temporary Water Filtration Unit,"The company says the filters will remove iron and manganese from the ground 
 water source and provide some incremental improvement in water quality 
 until the ...",20 May 2021
"China Hones Control Over Manganese, a Rising Star in Battery Metals","China Hones Control Over Manganese, a Rising Star in Battery Metals. 
 Chinese firms join a cartel-like group to tighten output in key products, 
 spurring prices ...",21 May 2021
Afrimat diversifies further with acquisition of near-development ...,"The $15-million second tranche is payable 12 months after the date on which 
 manganese ore or iron-ore is recovered and delivered to stockpile or the ...",21 May 2021
"Proactive news headlines including Endexx Corp, Royal Road","American Manganese Inc (CVE:AMY) (OTCPINK:AMYZF) (FRA:2AM) prepares for 
 drilling at its Rocher Deboule copper-gold property, BC click here; CytoDyn 
 Inc (OTCQB: ...",21 May 2021
Georgian Manganese Talks Concessions as Chiatura’s Mining Village Protests,"The Georgian Manganese (GM), the company behind the mining works in 
 Shukruti village of western Chiatura municipality, Imereti region, said on 
 May 20 it is ...",21 May 2021
Experimental Drug Makes Radiation Therapy More Effective ...,"The experimental drug avasopasem manganese protects healthy tissue while 
 enhancing radiation's capacity to kill cancerous tumor cells by 
 converting ...",21 May 2021
Afrimat to bulk up mining interests with R650m manganese deal,"Building materials and mining group Afrimat has inked a R650m deal for a 
 manganese mining right in the Northern Cape, marking the end of a 
 protracted and ...",21 May 2021
Indian ferro-alloy output to rise as oxygen ban lifted,"Indian silico-manganese and ferro-chrome market prices rose this week, 
 while the supply shortfall also kept ferro-silicon prices stable at a 
 five-year high.",21 May 2021
Afrimat diversifies into manganese mining,"Gravenhage is a long-life near-development manganese resource some 50km 
 north of Hotazel and about 120km from Afrimat's Demaneng iron ore mine. It 
 was bought ...",22 May 2021
Euro Manganese provides update on Chvaletice Manganese ...,"VANCOUVER, British Columbia, May 23, 2021 (GLOBE NEWSWIRE) -- Euro 
 Manganese Inc. (TSX-V / ASX: EMN) (the “Company” or “EMN”) is pleased to 
 provide an update on ...",23 May 2021
East Manganese on course to commence production in July,"Located near the Northern Cape town of Hotazel, the East Manganese mine, is 
 mining investment group Menar's first manganese asset operated by group ...",24 May 2021
Europe manganese alloy markets surge again on short-covering,"The European manganese alloys markets rose even higher over the week ended 
 Friday May 21, hitting price ranges last seen in late 2008, on a bout of 
 short- ...",24 May 2021
Euro Manganese targets 2022 FID for Chvaletice,"Euro Manganese in November 2020 ordered a demonstration plant at the 
 Chvaletice manganese project, which is designed to produce high-purity 
 manganese ...",24 May 2021
"Element 25 higher on securing access agreement for manganese exports from 
 Utah Point Port","Element 25 higher on securing access agreement for manganese exports from 
 Utah Point Port. First shipment from the company's Butcherbird Manganese 
 Project ...",25 May 2021
Supply Chain News: China Seeing Results from Creation of ...,"Supply Chain News: China Seeing Results from Creation of Manganese Cartel · 
 First it was Control over Obscure Rare Earth Metals, Now more Mainstream 
 Metal ...",25 May 2021
Afrimat to acquire R650m manganese mining right,"Manganese is a bulk commodity. It's used in the steel industry, it's used 
 in dry-cell batteries. It's also apparently used in dark paint pigments. 
 But it fits ...",25 May 2021
Ignoring China's grip on critical metals production is not an ...,"It is not only fear of the Chinese control of refined rare earth minerals, 
 but more traditional metals such as manganese. Ores containing these 
 elements are ...",25 May 2021
Three women sew mouths shut to demand compensation from ...,"But Georgian Manganese does not agree to the claim, stating that the damage 
 indicated by the protesters is related to works done during the Soviet 
 period and ...",25 May 2021
E25 sells first manganese from Butcherbird,"PERTH (miningweekly.com) – Manganese developer Element 25 (E25) has signed 
 its first sales contract at its Butcherbird project, in Western Australia. 
 The ASX- ...",26 May 2021
Element 25 sells first manganese offtake | Kitco News,"The company plans to convert the concentrate material into high purity 
 manganese sulphate monohydrate (HPMSM) for electric vehicle (EV) batteries. 
 The company ...",26 May 2021
In pictures | Lips sewn shut in Chiatura's sinking village,"Local residents are demanding compensation from Georgian Manganese, the 
 company that owns and operates the Manganese mines in Chiatura.",26 May 2021
Afrimat acquires Gravenhage manganese mining right to ...,"According to van Heerden the manganese price has lagged other commodity 
 prices, such as iron ore. “In true Afrimat style, we will ensure from the 
 outset that ...",27 May 2021
Element 25 set to secure manganese haulage contract,"ASX-listed WA manganese producer, Element 25 has sewn up a road transport 
 deal with the Pilbara-based AK Evans Group that will see the bulk haulage 
 and ...",27 May 2021
"American Manganese sends RecycLiCo process sample to international cathode 
 manufacturer for validation","American Manganese found its recycled NCA cathode waste outperformed the 
 purity of commercial-grade NCA material. American Manganese Inc. - 
 American ...",27 May 2021
Chinese manganese company gets EPA approval for Region One project,"The Chinese-owned Guyana Manganese Inc. (GMI), which had to be shut down 
 after the sudden death of two of its workers and the air dashing of 10 
 others to ...",27 May 2021
"High-capacity pseudocapacitive electrodes by valence engineering developed 
 for desalination","The results showed that manganese oxides with divalent, trivalent and 
 divalent/trivalent all displayed high salt adsorption capacity and 
 corresponding high salt ...",27 May 2021
Element 25 progresses Zero Carbon Manganese vision with ...,"A day after securing the sale of the first parcel of material from its 
 Butcherbird manganese project in Western Australia, Element 25 Ltd has 
 signed a ...",28 May 2021
"Gabon's Manganese Alloy Exports Rose 15% On Year in 2020 Despite Production 
 Hit","By Emmanuel Tumanjong. Special to Dow Jones Newswires. Gabon's manganese 
 alloys exports in 2020 rose 15% compared with the previous year, according 
 to ...",28 May 2021
"Cobalt, nickel price: Rapid LFP uptake dents EV bull case ...","For manganese the equivalent number was 15.1%. The decline in lithium is a 
 function of a greater proportion of smaller vehicles being sold but a shift 
 from ...",28 May 2021
A good time to be in battery metals and ... ASX rises,"EMN is developing a Green and European source of ultra-high purity 
 manganese for Electric Vehicle batteries developed from the recycling of a 
 tailings ...",28 May 2021
A cleaner greener world is what Nano One Materials is all about,"... nickel, cobalt and manganese) to cathode powder without having to 
 convert it ... focused on LNMO cathode materials (lithium nickel manganese 
 oxide) that ...",28 May 2021
Protesters demanding compensation from Georgian ...,"Locals of the Georgian village of Shukruti in the western Georgian region 
 of Imereti, who demand Georgian Manganese compensate them for the 
 damages, ...",30 May 2021
Euro Manganese to Buy Back Chvaletice Royalties,"Euro Manganese to purchase and extinguish an aggregate 1.2% royalty 
 interest in the Chvaletice Manganese Project for US$4.5 million.",31 May 2021
"Eat Bananas They Are Best Fruit Source of Vitamin C, B6 and ...","Manganese helps your body make collagen and protects your skin and other 
 cells against free radical damage. *Potassium in bananas is good for your 
 heart health ...",31 May 2021
"Euro Manganese welcomes Ford Motor Company""s ambitious plans for 
 fast-growing battery electric vehicle business","Euro Manganese welcomes Ford Motor Company's ambitious plans for 
 fast-growing battery electric vehicle business. The move is part of a trend 
 that could benefit ...",31 May 2021
Chiatura Protesters Continue Hunger Strike Outside U.S. Embassy,"On May 20, Georgian Manganese stated it was ready to allow damage estimate 
 by Samkharauli Bureau, as demanded by protesters, under the condition that 
 “the ...",31 May 2021
Hybrid redox-flow battery with a long cycle life,"Dr. Ingo Krossing from the Institute of Inorganic and Analytical Chemistry 
 at the University of Freiburg has succeeded in developing a non-aqueous 
 All-Manganese ...",31 May 2021
"American Manganese Inc (AMYZF) Stock Rises After Production of Cathode 
 Precursor Material","American Manganese (AMYZF) stock is higher today after the lithium-ion and 
 cathode recycling company announced they had produced NMC cathode 
 precursor ...",1 Jun 2021
LP@MnAsx for the targeted delivery of arsenic trioxide | IJN,"Liposome-Coated Arsenic–Manganese Complex for Magnetic Resonance 
 Imaging-Guided Synergistic Therapy Against Carcinoma. Fulltext; Metrics · 
 Get Permission; Cite ...",1 Jun 2021
Lithium Australia launches new battery fertiliser trial,"Two products are being evaluated for use in manganese-deficient soils 
 across the four WA sites and one in SA. Battery disposal remains a 
 significant ...",1 Jun 2021
RESEARCH: Ferro-alloy prices to maintain momentum into ...,"Bulk ferro-alloy prices have shown impressive gains again this month, with 
 ferro-silicon, silicon metal and manganese alloy prices all making 
 significant ...",1 Jun 2021
