Title,Content,Date
Covid vaccines and rare clots - what you need to know,BBC News,27 May
WHO validates Sinovac COVID-19 vaccine for emergency use and issues interim policy recommendations,World Health Organization,1 Jun
gov.ie - Businesses and Employers,Gov.ie,1 Jun
Israel reports link between rare cases of heart inflammation and COVID-19 vaccination in young men,Science Magazine,1 Jun
How did Neanderthals and other ancient humans learn to count?,Nature.com,2 Jun
Thrombosis and Thrombocytopenia after ChAdOx1 nCoV-19 Vaccination | NEJM,nejm.org,3 Jun
Examining the uneven and hard-to-predict labor market recovery,Brookings Institution,3 Jun
The Life and Death of Your Jeans,The New York Times,3 Jun
Apple advances personal health by introducing secure sharing and new insights,Apple Newsroom,7 Jun
FDA Grants Accelerated Approval for Alzheimer's Drug | FDA,FDA.gov,7 Jun
"iOS 15 brings powerful new features to stay connected, focus, explore, and more",Apple Newsroom,7 Jun
The COVID lab-leak hypothesis: what scientists do and don't know,Nature.com,8 Jun
UPDATED Interagency Statement,United States Geological Survey,9 Jun
Joint statement between RANZCOG and ATAGI about COVID-19 vaccination for pregnant women,Australian Government Department of Health,9 Jun
BNT162b2-elicited neutralization of B.1.617 and other SARS-CoV-2 variants,Nature.com,10 Jun
"Newly detailed nerve links between brain and other organs shape thoughts, memories, and feelings",Science Magazine,10 Jun
Statement for healthcare professionals: How COVID-19 vaccines are regulated for safety and effectiveness,World Health Organization,11 Jun
"Takeaway food and drink litter dominates ocean plastic, study shows",The Guardian,11 Jun
Headache and runny nose linked to Delta variant,BBC News,14 Jun
U.S. clinical trial results show Novavax vaccine is safe and prevents COVID-19,National Institutes of Health,14 Jun
Where Is the G7 Headed?,Council on Foreign Relations,14 Jun
A safe return to on-site further and higher education and research,Gov.ie,15 Jun
Apple Podcasts Subscriptions and channels are now available worldwide,Apple Newsroom,15 Jun
Multisystem Inflammatory Syndrome in Children — Initial Therapy and Outcomes | NEJM,nejm.org,16 Jun
Confirms Title IX Protects Students from Discrimination Based on Sexual Orientation and Gender Identity | US Department of Education,U.S. Department of Education,16 Jun
Which vitamins and minerals help with COVID?,News-Medical.Net,18 Jun
COVID Vaccines In Teens And Myocarditis: What You Need To Know,NPR,18 Jun
Ransomware highlights the challenges and subtleties of cybersecurity,The Economist,19 Jun
What Are We Going to Wear?,The New York Times,19 Jun
Dysregulation of brain and choroid plexus cell types in severe COVID-19,Nature.com,21 Jun
Why Shutdowns and Masks Suit the Elite,The Wall Street Journal,21 Jun
"How ancient people fell in love with bread, beer and other carbs",Nature.com,22 Jun
Data saves lives: reshaping health and social care with data (draft),GOV.UK,22 Jun
United States Seizes Websites Used by the Iranian Islamic Radio and Television Union and Kata'ib Hizballah,Department of Justice,22 Jun
"Stress can turn hair gray -- and it's reversible, researchers find",Science Daily,22 Jun
Microbes and solar power ‘could produce 10 times more food than plants’,The Guardian,22 Jun
Caloric restriction disrupts the microbiota and colonization resistance,Nature.com,23 Jun
"Past, present and future stars that can see Earth as a transiting exoplanet",Nature.com,23 Jun
Amazon and Other Tech Giants Race to Buy Up Renewable Energy,The Wall Street Journal,23 Jun
The social insurance system in the US: Policies to protect workers and families,Brookings Institution,23 Jun
Four Facts about Soaring Consumer Food Prices,International Monetary Fund,24 Jun
Brussels Summit Communiqué issued by the Heads of State and Government participating in the meeting of the North Atlantic Council in Brussels 14 June 2021,NATO HQ,24 Jun
Berlin and Paris propose reset for EU relations with Moscow,Financial Times,24 Jun
WHO says delta is the fastest and fittest Covid variant and will 'pick off' most vulnerable,CNBC,24 Jun
UK to ban junk food advertising online and before 9pm on TV from 2023,The Guardian,24 Jun
Recommendations for national SARS-CoV-2 testing strategies and diagnostic capacities,World Health Organization,25 Jun
Impact factor abandoned by Dutch university in hiring and promotion decisions,Nature.com,25 Jun
"Coronavirus (COVID-19) Update: June 25, 2021 | FDA",FDA.gov,25 Jun
Chaos vs control: China's communists and a century of revolution,Financial Times,25 Jun
"Immunogenicity and reactogenicity of BNT162b2 booster in ChAdOx1-S-primed participants (CombiVacS): a multicentre, open-label, randomised, controlled, phase 2 trial",The Lancet,25 Jun
Avanti Frozen Foods Recalls Frozen Cooked Shrimp Because of Possible Health Risk,FDA.gov,25 Jun
Why biologists like Carl Bergstrom are warning that social media is a risk to humanity,Vox.com,26 Jun
Ethics and governance of artificial intelligence for health,World Health Organization,28 Jun
Cardiovascular and Renal Outcomes with Efpeglenatide in Type 2 Diabetes | NEJM,nejm.org,28 Jun
"Safety, tolerability, and immunogenicity of an inactivated SARS-CoV-2 vaccine (CoronaVac) in healthy children and adolescents: a double-blind, randomised, controlled, phase 1/2 clinical trial",The Lancet,28 Jun
Religion in India: Tolerance and Segregation | Pew Research Center,Pew Research Center's Religion and Public Life Project,29 Jun
"How Dangerous Is the Delta Variant, and Will It Cause a COVID Surge in the U.S.?",Scientific American,29 Jun
Canada to ban sale of new fuel-powered cars and light trucks from 2035,Reuters,29 Jun
Microsoft and Google end six-year truce on legal battles,Financial Times,30 Jun
