Title,Content,Date
"Albemarle flags M&A, Australian lithium expansion - Companies","... in the presentation included Orocobre, Pilbara Minerals, Galaxy 
 Resources, ... in spodumene mining would be found in Pilbara's Pilgangoora 
 development ...",19 Mar 2017
How to solve the most common gardening problems,"Although you can apply minerals separately you will find that plants 
 showing a manganese deficiency may also be low in iron, zinc and magnesium. 
 I recommend ...",19 Mar 2017
Joyce looks to take Bedshed to the east coast,"... Goldfields · Peel/Rockingham · Gascoyne · Mid West · Kimberley · 
 Pilbara ... The Chamber of Minerals and Energy's chief executive says the 
 sector needs ...",21 Mar 2017
Chinese company lined-up to build $6b Balla Balla project,"The company behind a proposed $6 billion iron ore project in the Pilbara 
 has ... minerals and health care, has been building its Pilbara resource 
 base for ...",23 Mar 2017
Geo40 close to go on silica tech,"... success Anvil Mining is nearing crunch time in its plan to harvest 
 silica ... economically extract silica and other specialty minerals such as 
 lithium ...",27 Mar 2017
Pilbara Minerals poised to begin major construction at Pilgangoora,"Soon to be Australian lithium producer Pilbara Minerals have received the 
 first of two key environmental approvals for their 100%-owned Pilgangoora 
 Lithium ...",28 Mar 2017
Ban Reg': Businessman calls for Chamber of Minerals and ...,"Ban Reg': Businessman calls for Chamber of Minerals and Energy chief's ... 
 in Kalgoorlie-Boulder or the Pilbara where former Nationals leader 
 Brendon ...",28 Mar 2017
Auroch enters land of the giants in Portugal,"Lundin Mining's latest estimations for their Copper zones at Neves Corvo 
 include a 91 million tonne resource grading 2.5% copper and 1.1% zinc with 
 116 million ...",29 Mar 2017
Weekly Property Review - Are there pastoral nuggets to be ...,"... scrutiny of the better-known Pilbara/Gascoyne regions, directly to the 
 north. ... And former BRW rich-lister David Geraghty, who owns Process 
 Minerals ...",29 Mar 2017
How WA’s iron ore royalties went everywhere else,"A breakdown of the commission's rulings since 2006 and the State's mining 
 royalties reveals $39 billion that swelled WA coffers was lost in the 
 annual GST ...",30 Mar 2017
A Look at Junior Lithium Stocks | INN,"It is located immediately south of a project with the same name that 
 belongs to Pilbara Minerals (ASX:PLS). On March 14, the company said that 
 its mining ...",31 Mar 2017
Galaxy appoints new chief financial officer,"Galaxy Resources has named experienced mining executive Alan Rule as its 
 new chief financial officer. Mr Rule has worked previously as chief 
 financial ...",4 Apr 2017
Tinka surges on zinc discovery in Peru,"km of mineral claims. Tinka's coincident soil and geophysical samples 
 reportedly identify a prospective 5 km magnetic trend. “The objective right 
 now is to ...",5 Apr 2017
Capricorn Metals delivers 1M+ ounce gold resource at Karlawinda,"... (ASX:CMM) has delivered an updated resource estimate for the Bibra Gold 
 Deposit, part of its Karlawinda Gold Project in Western Australia's Pilbara.",10 Apr 2017
Unfair GST bad is bad for all Australia: Andrew Forrest,"He cited the different treatment of poker machine revenue and mining 
 royalties in how the ... we don't have a choice about minerals in the 
 ground,” he said.",10 Apr 2017
Macarthur Minerals Commences Soil Sampling Program on ...,"Joe Phillips reports: VANCOUVER, BC--(Marketwired - April 11, 2017) - 
 Macarthur Minerals Limited (TSX VENTURE: MMS) (the ""Company ...",11 Apr 2017
Mining industry legends dig in for a big night out,"The fathers of WA's mining industry at the Old Swan Brewery. Credit: Ross 
 Swanborough/The West Australian.",11 Apr 2017
Easter around the world — and plenty of chocolate,"... from Indonesia than South America) and the type of minerals and other 
 nutrients they draw from the ground, the breed of cows and where those cows 
 graze.",15 Apr 2017
Northern Minerals gives nod to $56m pilot plant,"Northern Minerals has ticked off on development of a $56 million pilot 
 plant at its Browns Range heavy rare earths project in the Kimberley, ...",17 Apr 2017
Post cyclone coking coal price plunge - MINING.COM,"The state's environmental regulator this month began a review into elevated 
 levels of airborne dust at BHP's Whaleback and Newman mines in the Pilbara.",20 Apr 2017
Strike at Escondida hurt Rio Tinto copper output - MINING.COM,"The mining giant revealed copper production for the first three months of 
 the ... Shipments of the steelmaking raw material from the Pilbara region 
 were ...",21 Apr 2017
WA professor’s surprise find reshapes evolution of life on Earth,"“I wasn't looking for life,” Professor Rasmussen said. “I was looking for 
 minerals to date the age of the rock when my attention was drawn to ...",24 Apr 2017
Fertiliser plans get super fund backing,"Legendary Perth prospector and mining tenement wheeler and dealer Mark ... 
 It also has a joint venture agreement with Pilbara junior iron ore miner BC 
 Iron ...",1 May 2017
"Pilbara Minerals - The Market Is Liking This Offtake Deal With Ganfeng 
 Lithium","From Pilbara Minerals. Long-term off-take agreement executed with leading 
 integrated Chinese lithium producer, Jiangxi Ganfeng Lithium Co Ltd and its 
 subsidiary ...",2 May 2017
Why the Pilbara Minerals Ltd share price has gone gangbusters today,"The Pilbara Minerals Ltd (ASX:PLS) share price has been a big mover today 
 after a positive announcement. Is the lithium miner a buy? About; Latest 
 Posts.",2 May 2017
"Early Earth too hot for plate tectonics, study says","fossil occurrence on earth in Western Australia's Pilbara craton. Photo by 
 James St. John. All this may be relevant to mineral exploration, 
 considering many ...",2 May 2017
Nut nurturer shares crop,"... were a good source of protein, vitamins and minerals and are considered 
 to be an essential nutritional component in many diets and recipes.",3 May 2017
Lithium producers ramp up,"August 11, 2021 | Pilbara Minerals shares hit another high on first lithium 
 sales · August 11, 2021 | Gran Colombia Announces Closing of Offering of 
 US$300 ...",5 May 2017
A-G orders Aboriginal trust probe,"Those paying royalties include Atlas Iron, Millennium Minerals and Pilbara 
 Minerals. Fortescue Metals Group has a project on Njamal land but is not 
 yet ...",7 May 2017
Encounter Resources reveals gold anomaly near Telfer mine,"... Mining's (ASX:NCM) major gold-copper mine at Telfer in the East Pilbara 
 region ... surface mineralised reefs fit into a potential larger mineral 
 system.",7 May 2017
Oldest evidence of life on land discovered in Australia,"Ancient deposits from a hot spring in Western Australia's Pilbara region 
 were found to contain minerals created by microbes, and researchers from 
 the ...",9 May 2017
How to Invest in a Big Chinese Lithium Company,"They have a 43% stake in Reed Industrial Minerals which is a lithium 
 project in Australia, and also made a 5% investment in Australian lithium 
 firm Pilbara ...",9 May 2017
"3.5-billion-year-old fossils hint life evolved in pond, not sea","... Formation in the hot, dry, remote Pilbara region of Western Australia. 
 ... through the underlying rocks and bring up different minerals,” she says.",9 May 2017
Lithium Australia produces 99.8% Li20 from uneconomic ore,"... ANSTO Minerals, a division of the Federal Government's Australian 
 Nuclear ... spodumene concentrates from Pilbara Minerals' Pilgangoora 
 deposit in WA.",11 May 2017
Premier welcomes big miners’ help for small suppliers,"Two of the big Pilbara miners have responded to Premier Mark McGowan's ... 
 a “rich vein of hostility” towards the mining sector in some areas of the 
 State, ...",11 May 2017
The Northern Miner podcast – episode 59: The mega M&A ...,"We examine Newmont Mining's (NYSE: NEM) interest in Continental Gold's 
 (TSX: CNL) fully-permitted Buritica gold project in Colombia, as well as 
 its US$39.5- ...",16 May 2017
Top 5 Lithium Miners To Buy,"Their director Paul Matysek has taken several start up mining companies 
 from nothing ... I also like their neighbor Pilbara Minerals (ASX:PLS) 
 (OTC:PILBF); ...",16 May 2017
The timetable of evolution,"The last appearance of redox-sensitive detrital minerals is constrained to 
 be younger than 2415 ± 6 Ma by a SHRIMP U-Pb date for zircons in an 
 underlying ...",17 May 2017
