Title,Content,Date
"Morris IL paper mill fire burns for 2nd day; Concern over 200K lithium 
batteries prompts evacuation order extension","A massive fire involving thousands of lithium batteries continues to burn 
in Morris, prompting officials to extend the evacuation order for another 
night.",30 Jun 2021
HALMEK LITHIUM to work with Metso Outotec on lithium ...,"HALMEK LITHIUM has selected Metso Outotec's patented lithium hydroxide 
process for production of battery-grade lithium hydroxide at its greenfield 
plant in ...",30 Jun 2021
"How lithium metal batteries could help bring electric planes and cars to 
the masses","Since 2010, the price of lithium-ion batteries has decreased by a factor of 
10, leading to a boom in EV production in the U.S. and globally.",30 Jun 2021
Q&A: Lithium-Ion UPS System Benefits for K–12 Districts,"Lithium-ion batteries last longer and offer a smaller footprint than 
traditional VRLA batteries, saving time and money and reducing risk 
throughout the ...",1 Jul 2021
"100 tons of lithium batteries burn in Illinois building ? thousands 
evacuated [UPDATE]","100 tons of lithium batteries burn in Illinois building — thousands 
evacuated [UPDATE]. A dangerous situation for firefighters, who were 
surprised batteries ...",1 Jul 2021
Shortages flagged for EV materials lithium and cobalt,"Electric vehicle batteries can use lithium carbonate or lithium hydroxide, 
but the industry typically talks of lithium carbonate equivalent (LCE) 
which contains ...",1 Jul 2021
Ghana set to become first west African lithium producer,"IronRidge Resources has entered into a conditional binding agreement with 
Piedmont Lithium to fully fund and fast track the Ewoyaa Lithium Project 
to ...",1 Jul 2021
A Major EV Battery Bet for India Is on Aluminum Over Lithium,"Indian Oil, local automakers test Israeli startup's technology · India 
produces no lithium and wants to cut reliance on imports.",1 Jul 2021
EVs Need Better Batteries. A Lithium Miner Has a Plan to Help.,"Lithium maker Albemarle has a plan to ramp up technology development to 
meet the rapidly growing demand. About a year ago, the top target for EV 
penetration as ...",1 Jul 2021
New method to recycle lithium-ion batteries,"The process involves ultrasonic waves to remove valuable chemicals, such as 
nickel and lithium, from end-of-life electric car batteries. At the moment, 
the most ...",1 Jul 2021
Galvanic secures concentrated lithium brine resource in ...,"Lithium extraction is currently being developed by Standard Lithium in 
cooperation with Lanxess. With a historically stable bromine market and 
recent ...",1 Jul 2021
New recycling techniques set to make electric vehicles greener,"A technician unpacks a completely burned Lithium-ion car battery before its 
dismantling by the German recycling firm Accurec in Krefeld, Germany, ...",1 Jul 2021
"GM taps geothermal lithium from the Salton Sea, California","GM Secures Sustainable, U.S.-Based Lithium Supply in part from Controlled 
Thermal Resources for Next-Generation EV Batteries ...",2 Jul 2021
Prices of lithium electricity upstream materials rise significantly ...,"The prices of upstream lithium materials for batteries have continued to 
rise, boosted by the sales of new-energy vehicles (NEVs) and electric 
vehicles (EV) ...",2 Jul 2021
Sigma Lithium Announces Results of Its Annual and Special ...,"VANCOUVER, British Columbia, July 02, 2021 (GLOBE NEWSWIRE) -- Sigma 
Lithium Resources Corporation (“Sigma” or the “Company”) ( TSX-V: SGMA ) ( 
OTC-QB: ...",2 Jul 2021
Lithium-ion battery parts crack under extreme cold,"Lithium-ion batteries are notorious for their sluggishness in the cold, 
with consequences for some of their most important applications.",1 day ago
New Lithium Battery Technology Could Power Up This ETF,"Advancements in lithium batteries will be a boon for the electric vehicle 
market. With the push towards putting more electric vehicles (EVs) on the 
road, a ...",1 day ago
Evaluate and Track Lithium Companies | View Company ...,"27, 2021 /PRNewswire/ -- BizVibe has made available 100+ company profiles 
for the lithium product manufacturers and suppliers category on its B2B 
platform.",1 day ago
Steel production; lithium-ion setbacks; oil price rally,"Here's a quick rundown of news and thoughts from particular commodity 
markets, including US steel production, lithium-ion batteries, the early 
part of this ...",1 day ago
Local Officials Provided Update on Lithium Battery Fire in Morris,"An update on the lithium battery fire incident in Morris was provided by 
elected officials on Thursday. Here is Morris Mayor Chris Brown.",1 day ago
"BYD Profit Falls 30% as Chip, Lithium Shortages Increase Costs","BYD Co., the Chinese electric-vehicle and battery maker backed by Warren 
Buffett, said first-half earnings fell as shortages of chips and lithium 
increased ...",1 day ago
US judge set to rule on Native American request to block ...,"3 on whether to grant a request from Native Americans to temporarily block 
Lithium Americas Corp from excavating its Nevada mine site, which would 
become ...",1 day ago
Bacanora Lithium accepts Ganfeng's $391m takeover offer ...,"China's Ganfeng Lithium, one of the world's top producers of the battery 
metal, is going ahead with the takeover of Bacanora Lithium (LON: BCN) as 
the ...",1 day ago
"$3 trillion and counting- global players eyeing Afghanistan’s vast mineral 
reserves","From the most sought-after lithium and rare earth material to significant 
reserves of copper, gold, and gemstones- Afghanistan is estimated to be 
sitting on ...",1 day ago
"Aeris Communications and CTECH collaborate to offer smart lithium-ion 
energy storage and EV mobility solutions","Aeris Communications announced its partnership with CTECH Energy Private 
Limited to provide lithium-ion solutions to various industry segments like 
UPS, ...",1 day ago
"SHAREHOLDER ALERT: Levi & Korsinsky, LLP Notifies Shareholders of Piedmont 
Lithium Inc. of a Class Action Lawsuit and a Lead Plaintiff Deadline of 
September 21, 2021 - PLL","SHAREHOLDER ALERT: Levi & Korsinsky, LLP Notifies Shareholders of Piedmont 
Lithium Inc. of a Class Action Lawsuit and a Lead Plaintiff Deadline of 
September 21, ...",1 day ago
"Should You Accumulate Piedmont Lithium Ord Shs (PLL) in Other Industrial 
Metals & Minerals Industry?","Piedmont Lithium Ord Shs also received an overall rating of 48, putting it 
above 48% of all stocks. Other Industrial Metals & Minerals is ranked 135 
out of the ...",1 day ago
Lithium Americas Corp (LAC) has risen 1.63% Friday In Premarket Trading,"Lithium Americas Corp (LAC) is up 1.63% today. Overall Score - 54. LAC has 
an Overall Score of 54. Find out what this means to you and get the rest of 
the ...",1 day ago
"Podcasts - 309. Afghanistan & Climate Change, China and ...","The ITT crew discusses this and more. Also, China's interest in 
Afghanistan's lithium deposits has MAJOR implications for the future of 
America's energy ...",1 day ago
Bets on electric vehicles light up lithium miners and battery ...,"Prices for lithium carbonate, a key material for electric car batteries, 
have almost doubled over the past year, according to Benchmark Mineral 
Intelligence. “ ...",1 month ago
"In push to supply Tesla, Piedmont Lithium irks North Carolina ...","Piedmont last autumn signed a deal to supply U.S. electric automaker Tesla 
Inc with lithium sourced from its deposits in North Carolina, sending the 
company's ...",1 month ago
What is the Future of Lithium-Ion Batteries?,"Lithium-ion batteries use cathodes made of nickel and cobalt and are 
considered to have a significant environmental impact such as the depletion 
of ...",1 month ago
U.S. judge to rule by July 29 on request to block Lithium ...,"Thacker Pass would be one of the largest lithium mines in the United States 
if completed, producing 30,000 tonnes of lithium. Laura Granier, an 
attorney for ...",1 month ago
Tribes seek order banning digging at Nevada lithium mine,"RENO, Nev. (AP) — Two tribes that joined a legal battle over plans to build 
a mine at the largest known U.S. deposit of lithium urged a judge Thursday 
to ...",1 month ago
Study puts charge into drive for sustainable lithium production,"The paper, ""Energy, Greenhouse Gas, and Water Life Cycle Analysis of 
Lithium Carbonate and Lithium Hydroxide Monohydrate from Brine and Ore 
Resources and ...",1 month ago
EU faces green paradox over EVs and lithium mining,"The EU wants electric cars to drive it to net zero, powered by batteries 
produced in the bloc, but at what cost to people living near new lithium 
mines?",1 month ago
Compass Minerals looks to leverage new lithium resource at ...,"Compass Minerals says it has identified a lithium brine resource of around 
2.4 Mt of lithium carbonate equivalent (LCE) at its active Ogden, Utah, ...",1 month ago
Rio Tinto commits $2.4 billion to develop Jadar lithium-boron ...,"Jadar will produce battery-grade lithium carbonate, a critical mineral used 
in large scale batteries for electric vehicles and storing renewable 
energy, and ...",1 month ago
Why Lithium Americas Is Up 8% Today,"Shares of Lithium Americas (NYSE:LAC) were up 8% as of midday Monday, in 
response to a ruling that the mining outfit can move forward with plans to 
excavate ...",1 month ago
Multi-day iron-air batteries reach commercialization… at one ...,"At full-scale production, Form Energy said the modules would deliver 
electricity at tenth the cost of lithium-ion batteries. The iron-air 
battery is ...",1 month ago
Vulcan Energy signs 'zero carbon' lithium supply deal with LG ...,"Battery-grade lithium hydroxide is typically used to produce nickel-rich 
nickel-cobalt-manganese (NCM) lithium-ion batteries for electric vehicles. 
LGES will ...",1 month ago
Tesla Battery Supplier CATL Debuts Cheaper Sodium-Ion ...,"The price of lithium carbonate, a core ingredient in most electric vehicle 
batteries, has doubled this year while the price of nickel, another key 
metal, is at ...",1 month ago
Global Lithium-Ion Battery Market Size Could Exceed $115 ...,"PALM BEACH, Fla., July 27, 2021 /PRNewswire/ -- Lithium-ion batteries are a 
source of power for electric vehicles. The widespread use of electric 
vehicles ...",1 month ago
Electric car lithium demand powers mining revival in UK,"As the global auto sector accelerates production of electric cars, one 
British company is hoping to cash in from mining lithium needed to make 
rechargeable ...",1 month ago
Rio Tinto's Lithium Project Is a Step Toward Net-Zero But It's a ...,"Lithium is undoubtedly a boom market. Demand will increase from around 
400,000 tons last year to around 2 million in 2030 as electric cars start 
to take over ...",1 month ago
LME launches lithium contract as CME rivalry intensifies,"Prices for lithium hydroxide in China, the world's largest electric car 
market, have surged 86 per cent this year. All electric cars use 
lithium-ion batteries, ...",1 month ago
Battery Chain Puts Lithium's Green Credentials Under ...,"A group backed by German car-making giants Daimler AG and Volkswagen AG has 
started a study into the environmental impact of lithium mining in 
Chile, ...",1 month ago
Standard Lithium Announces Delivery of Its SiFT Lithium ...,"EL DORADO, Ark., July 15, 2021 (GLOBE NEWSWIRE) -- Standard Lithium Ltd. 
(“Standard Lithium” or the “Company”) (TSXV: SLI) (NYSE: SLI) (FRA: 
S5L), ...",1 month ago
"Stellantis in lithium supply deals with California, German firms ...","Automakers across the globe have been jockeying for access to lithium, a 
key ingredient used to make electric vehicle (EV) batteries. They also want 
the metal ...",1 month ago
Lithium pricing update and quarterly report date,"Sales of Olaroz lithium carbonate during the June 2021 quarter were 2,549 
tonnes at US$8,476/tonne FOB1, with pricing up 45% on the March 2021 
quarter. Lithium ...",1 month ago
"Lithium-metal supplier SES to go public via merger with SPAC Ivanhoe 
Capital in $3.6 billion deal","Lithium-metal battery supplier SES said Tuesday it is going public by 
merging with special purpose acquisition corporation Ivanhoe Capital 
Acquisition Corp.",1 month ago
Native Americans ask court to block Lithium Americas Corp ...,"Vancouver-based Lithium Americas and the BLM declined to comment on the 
filing. Du denied a similar injunction request last week from 
environmentalists who ...",1 month ago
GM Invests Millions to Secure Local Lithium Supply for Future ...,"It is one of the largest known lithium brine deposits in North America. 
Southern California government officials believe that the Salton Sea has 
the potential ...",1 month ago
Panasonic joins US project that extracts lithium for EVs 'in ...,"Lithium is a main component in the batteries that power electric cars. As 
countries across the world hasten a movement toward reducing carbon 
emissions, ...",1 month ago
GeoLith's LiCapt Direct Lithium Extraction tech to be tested at ...,"GeoCubed, the joint venture between Cornish Lithium Ltd and Geothermal 
Engineering Ltd (GEL), has announced that GeoLith SAS has been selected to 
provide ...",1 month ago
Compass Minerals Identifies Approximately 2.4 Million Metric ...,"Lithium concentrations within the ambient brine of the North Arm of the 
Great Salt Lake range from 55 to 60 parts per million (ppm), while 
concentrations in the ...",1 month ago
Group14 Technologies and SK materials form JV to build plant ...,"As a leading provider of anode battery materials, Group14's lithium-silicon 
technology, SCC55, delivers more energy density per volume to meet the 
increasing ...",1 month ago
China's heavy reliance on lithium from Australia may ease ...,"A worker at a lithium battery factory is seen on Monday in Huzhou, East 
China's Zhejiang Province. The company will reward workers who stay in the 
city ...",1 month ago
Technology by GeoLith to extract lithium at Cornwall pilot project,"For a planned direct lithium extraction from geothermal pilot plant at the 
United Downs Deep Geothermal Project, GeoCubed has selected the French 
startup ...",1 month ago
Lithium Americas Announces Investment in Arena Minerals Inc.,"VANCOUVER, British Columbia, July 12, 2021 (GLOBE NEWSWIRE) -- Lithium 
Americas Corp. (TSX: LAC) (NYSE: LAC) (""Lithium Americas"" or the ""Company"") 
announced ...",1 month ago
"Why Lithium Americas, Albemarle, and JinkoSolar Stocks All Popped Today","Why Lithium Americas, Albemarle, and JinkoSolar Stocks All Popped Today · 
President Joe Biden calls for 80% green energy in the U.S. Renewable energy 
stocks ...",1 month ago
Native Americans win ruling to join lawsuit against Lithium ...,"July 28 (Reuters) - A U.S. federal judge ruled on Wednesday that Native 
American tribes may join a lawsuit seeking to block Lithium Americas Corp's 
(LAC.",1 month ago
Standard Lithium Receives Approval to List on NYSE American,"VANCOUVER, British Columbia, July 08, 2021 (GLOBE NEWSWIRE) -- Standard 
Lithium Ltd. (“Standard Lithium” or the “Company”) (TSXV: SLL) (OTCQX: 
STLHF) (FRA: ...",1 month ago
Worldwide Lithium Compound Industry to 2026 - Featuring ...,"According to this report the global lithium compound market reached a value 
of US$ 4.22 Billion in 2020. Lithium-ion batteries are majorly used in 
portable ...",1 month ago
"ROSEN, GLOBAL INVESTOR COUNSEL, Encourages ...","ROSEN, GLOBAL INVESTOR COUNSEL, Encourages Piedmont Lithium Inc. f/k/a/ 
Piedmont Lithium Limited Investors with Losses in Excess of $100K to Secure 
Counsel ...",1 month ago
UPDATE 2-China's Ganfeng to buy Millennial Lithium for up to $280 mln,"July 16 (Reuters) - China's Ganfeng Lithium Co Ltd said on Friday it would 
buy Argentina-focused Millennial Lithium Corp for about C$353 million 
($280 ...",1 month ago
"Piedmont Lithium met NC residents for first time after years of planning. 
Many weren’t happy.","Gaston County residents and commissioners vented their frustration Tuesday 
evening at a lithium company that hopes to open a pit mine about 25 miles 
west of ...",1 month ago
Lithium supply chain threatened by East-West geopolitical ...,"Geopolitical risks and the US-China tensions pose threats to the global 
lithium supply chain, a new report by Fitch Solutions Country Risk & 
Industry ...",1 month ago
No magic formula' to stop lithium battery fires - letsrecycle.com,"No magic formula' to stop lithium battery fires. Organisations 
representing the waste electrical and electronic equipment (WEEE) sector 
across Europe have ...",1 month ago
SHAREHOLDER ALERT: Robbins LLP Announces that ...,"SHAREHOLDER ALERT: Robbins LLP Announces that Piedmont Lithium Inc. (PLL) 
is Being Sued for Misleading Shareholders. July 28, 2021 12:09 PM Eastern 
Daylight ...",1 month ago
"Standard Lithium Announces Inclusion in VanEck Vectors Rare Earth/Strategic 
Metals ETF","At market opening on July 13, 2021, Standard Lithium's common shares will 
commence trading under the ticker symbol “SLI”, on both TSX Venture 
Exchange and the ...",1 month ago
New Argonne Study Puts Charge Into Drive for Sustainable ...,"“The results show that concentrated lithium brine and its related end 
products can vary significantly in energy consumption, greenhouse gas 
emissions, sulfur ...",1 month ago
Rio Tinto gives go-ahead to $2.4 billion Serbia lithium project,"[nL3N2F15IT]Lithium is a vital ingredient in the batteries that 
powerelectric vehicles, and automakers, including BMW,Volkswagen and leader 
Tesla Inc, ...",1 month ago
Disconnect in longer-dated vs spot lithium: Pilbara,"There is a disconnect between longer-dated lithium concentrate (spodumene) 
offtake pricing, which reflects lithium chemical pricing inputs, and the 
emerging ...",1 month ago
Tesla's lithium extraction patent catches miners' attention ...,"Titled “Selective extraction of lithium from clay minerals,” the patent 
states that extracting lithium from ore using sodium chloride is an 
environmentally ...",1 month ago
Geological Survey of India takes up 7 projects for lithium exploration,"However, the resource of lithium has not yet been augmented by GSI. Even 
the Atomic Minerals Directorate for Exploration and Research (AMDER), under 
the ...",1 month ago
"Buckeye chosen by KORE Power as location of 1st U.S.-owned lithium-ion 
battery plant in nation","Buckeye chosen by KORE Power as location of 1st U.S.-owned lithium-ion 
battery plant in nation ... The Idaho-based KORE Power will open a 1 
million square-foot "" ...",1 month ago
"Launch of lithium futures could entice new investors, experts say","The London Metal Exchange started a new cash-settled futures contract for 
lithium hydroxide July 19 to bolster transparency and lower risk along 
battery metal ...",1 month ago
BASF and Porsche partner to develop high-performing lithium ...,"Lithium, nickel, cobalt, and manganese will be recycled in a 
hydrometallurgical process and re-introduced into BASF's production process 
for cathode active ...",1 month ago
Argonne study compares life cycle emissions of battery-grade ...,"Researchers at Argonne National Laboratory have conducted life cycle 
analyses (LCAs) for battery-grade lithium carbonate (Li2CO3) and lithium 
hydroxide ...",1 month ago
Disruptive iron-air grid-scale battery is 10% the cost of lithium,"Boston's Form Energy says its iron-air battery systems will provide 
long-term grid-scale energy storage at a tenth the price of lithium ""big 
battery"" ...",1 month ago
Lithium Wars: Solid-State Batteries Vie with Wet Chemistries ...,"Solid-state batteries promise higher power densities and longer lives than 
today's lithium cells, but will advances in the structures used by 
conventional ...",1 month ago
