Title,Content,Time
Tonga launches tender for 6 MW of solar-plus-storage,"Tonga Power Limited (TPL), the state-owned and sole energy provider of the 
Kingdom of Tonga, has issued a tender for the construction of a 6 MW solar 
power ...",10 Apr 2018
"These tender, fluffy scones are so very British","We're afternoon tea enthusiasts, and after our first trip to London in 
2013, I became obsessed with re-creating the fluffy, tender, not-too-sweet 
scones we ...",7 Nov 2018
Defence ministry to float tender for 12 minesweepers,"India is soon expected to float a fresh tender to build 12 mine-counter 
measure vessels (MCMVs), popularly called minesweepers, in collaboration 
with a ...",19 Oct 2018
Isa Samad told to tender resignation from SPAD within a week,"PUTRAJAYA: Tan Sri Isa Samad (pic) has been told to tender his resignation 
from his position as the Land Public Transport Commission (SPAD) chairman 
within ...",23 May 2018
India's NTPC tenders 2.75 GW of solar projects – pv magazine ...,"NTPC Ltd has released two solar tenders totaling 2.75 GW. The first will 
see 750 MW tendered in the state of Andhra Pradesh, while the second is 
tendering 2 ...",14 Mar 2018
Bareilly airport to get Rs 33 crore passengers’ lounge; AAI floats tender,"Soon, the tender for a Rs 20 crore taxiway will also be floated. We have 
been given one year's time from May 2018 to complete the construction work. 
Flights ...",17 Aug 2018
"Tanzania cancels wind, solar, coal tenders","The cancelled tenders include: tender PA/001/2018-19/HQ/N/032 for large 
solar power projects totalling up to 150 MWp in Dodoma, Singida, Shinyanga, 
Mwanza, ...",5 Nov 2018
Bulgaria's NEK opens tender for upgrade of HPP Devin ...,"Bulgaria's NEK opens tender for upgrade of HPP Devin generator. Author: 
Nick Page. License: CC BY 2.0. SOFIA (Bulgaria), November 19 (SeeNews) - ...",19 Nov 2018
"Bullet train project: Tender for bridge between Surat, Billimora opened","The National High Speed Rail Corporation Limited (NHSRCL) which is 
implementing the high speed rail project has floated the tender for 
construction of a ...",26 Nov 2018
Exicom Wins NTPC Tender to Develop EV Charging Stations ...,"Winning this tender further strengthens our position as a market leader 
with the largest base of deployed EV chargers in India,” said Anant Nahata, 
Managing ...",17 Aug 2018
Pre-Announcement: International Tender For the Architectural ...,"Pre-Announcement: International Tender For the Architectural Design of 
Qianhai International Financial Exchange Center · Tel: +86 0755 
8898-2331/+86 134-8075- ...",19 Jun 2018
"Reds to non-tender Billy Hamilton, per report","The Reds will not tender outfielder Billy Hamilton a contract prior to 
Friday night's deadline for MLB clubs to submit qualifying offers to ...",30 Nov 2018
SRCL fails in tender case against NHS England,"The case concerns a tender process in 2017 which included SRCL, now known 
as Stericycle (in December 2017 SRCL announced that it was adopting the 
name ...",30 Jul 2018
"No surprises: Somerset provider wins special ESFA tender after local MPs 
lobbied minister","The Education and Skills Funding Agency launched a tender specifically for 
the area in May following a campaign by Somerset Skills and Learning, ...",18 Jul 2018
The commercial property tender process - getting it right ...,"The tender process is widely used in commercial property where an owner is 
engaging building contractors or is selling a property. Requests for 
tenders can ...",14 Aug 2018
Four Companies Win Tender to Supply 2000 EV Chargers for ...,"The tender floated by Energy Efficiency Services Limited (EESL) for the 
procurement of 2,000 Electric Vehicle (EV) chargers was bagged by four 
energy ...",22 May 2018
SECI Issues Tender for 2 MW Solar with 1 MW Battery Energy ...,"Of late, solar tenders coupled with BESS component have gained traction in 
the country. Recently, SECI also issued a tender for the development of two 
1.5 MW ( ...",1 Aug 2018
Breaking point: Nothing tender about coconuts,"Reason: Tender coconut from the state are being transported to Gujarat, 
Rajasthan, Goa, Maharashtra and Andhra Pradesh, leaving Bengaluru deprived 
of quality ...",29 Mar 2018
Tanzania launches 150 MW solar tender – pv magazine ...,"Tanzanian power utility Tanesco wants to build solar plants across six 
regions. Successful projects will range from 20 MW to 50 MW in size and the 
tender ...",24 Sep 2018
Double blow for Indian government as mega tenders meet ...,"Allaying fears the Solar Energy Corporation of India (SECI) may scrap its 
much-hyped 10 GW manufacturing-linked tender after six postponements and a 
tepid ...",22 Nov 2018
Open tender system for government projects - Baru,"“The Pakatan Harapan government will improve the government's procurement 
and tendering system to ensure it is more competitive and thereby generate 
the best ...",7 Jul 2018
A Titian Masterpiece: Putting Cockwells' Titian Tender to the test,"It took a South Korean artist and a British boatbuilder to bring to life 
Gaya, the 10.5 metre teak tender that wowed Simon de Burton.",19 Nov 2018
AbbVie offers up 80% Humira discount in EU tender market to ...,"Humira biosims only launched in Europe in mid-October, and AbbVie is 
already showing it plans to fight back. Through a government tender 
process, AbbVie managed ...",31 Oct 2018
CITCO cancels e-tender to refurbish Hotel Mountview rooms,"The tender was cancelled due to several discrepancies found in it. The 
rooms were to refurbished in the wake of 49th two -day governor's 
conference, scheduled ...",13 Apr 2018
"Recent tender for geothermal licenses in Denmark sees increased interest by 
developers","With increasing interest in geothermal district heating in Denmark, a 
recent tender for geothermal exploration and production licenses showed 
competition on ...",2 May 2018
Social Media Are Riled Up After Tennis Fan Dunks Chicken ...,"A fan was caught on camera dipping a chicken tender into her Coke and then 
eating it. Social media has deemed this disgusting. The woman, Alexa 
Greenfield, ...",5 Sep 2018
"Why no open tender for lucrative DBKL contract, asks Kepong MP","Lim, at a press conference on Friday, questioned why DBKL awarded the 
contract without an open tender to YWP. He said the issue of managing 
parking machines ...",18 May 2018
Borr Drilling Limited Extends Tender Offer for All Outstanding ...,"The Offer is being made pursuant to the Tender Offer Agreement, dated as of 
21 February 2018, by and between Paragon and Borr (the “Tender Offer 
Agreement”) ...",26 Mar 2018
Josh Bellamy signs his tender and officially returns to the Chicago Bears,"A congratulatory tweet from his agent has confirmed that wide out Josh 
Bellamy has signed his restricted free agent tender and will return to the 
Chicago ...",4 Apr 2018
"More restaurants go cashless, accept only cards and other forms of payment","Some restaurants refuse to accept cash payments from customers. If you're 
craving the Serrano Grilled Shrimp Bowl at the Tender Greens salad chain, 
don't bother ...",15 Apr 2018
Humira Fails to Win Danish Adalimumab Tender,"Stakeholders across the biosimilars landscape have been eagerly awaiting 
the results of European national tenders for adalimumab following the 
October ...",20 Nov 2018
How multi-crore scams begin at tender stage,"Chennai: The Tamil Nadu rural and municipal administration department has 
embarked on a spree of floating tenders for a sum of Rs5,000cr.",21 Nov 2018
Teo: Ministry to call for fresh tender to replace 1BestariNet ...,"KUALA LUMPUR: Deputy Education Minister Teo Nie Ching said the ministry 
will be calling for a fresh tender by early next year to continue providing 
around ...",1 Aug 2018
Saints offer restricted free agent Willie Snead low tender: report,"The tender is worth a $1.9 million salary for 2018 and gives the Saints 
right of first refusal if another team offers Snead a better deal. The low 
tender is the ...",2 Jul 2019
Amman Queen Alia International Airport issues Master ...,"Airport International Group (AIG) is tendering a Master Concessionaire 
contract for ... The planned tender was first announced at this year's 
Airport Food ...",15 Oct 2018
India Power wins Albania's large-scale solar tender,"India Power wins Albania's large-scale solar tender. The Kolkata-based 
developer will build a 100 MW solar park in the Akërni salt flats, near 
Vlorë. A 50 MW ...",12 Nov 2018
Tender Announced to Set Up 5 MW of Rooftop Solar Projects ...,"Jammu and Kashmir Energy Development Agency (JAKEDA) has issued a tender to 
install 5 MW of grid-connected rooftop solar PV projects under Central 
Financial ...",27 Dec 2018
How to Cook Shrimp Perfectly Every Time,"Let's learn how to tell when shrimp are cooked through, how to get them 
tender and juicy every time. Let's lift your crustacean confidence to new 
heights.",9 May 2018
Ayushman Bharat premiums will be discovered through tender: NIA,"... chairman and managing director G. Srinivasan says premiums of Ayushman 
Bharat scheme will be discovered through a tender and will be much lower.",3 Jul 2018
Solar tender launched for up to 40 MW in Malawi,"The project, which will sell power to local utility, ESCOM under a 20-year 
PPA, was selected in a public tender held by Malawi's government between 
December ...",6 Feb 2018
KREDL Issues Tender for 150 MW of Solar Projects at Pavagada,"The Karnataka Renewable Energy Development Limited (KREDL) has issued a 
tender for the development of 150 MW (50 MW x 3 blocks) of grid connected 
solar ...",30 Jul 2018
All 14 types of Rs 10 coin are legal tender: RBI,"All these coins are legal tender and can be accepted for transactions. The 
coins minted by the government mints have distinctive features to reflect 
various ...",18 Jan 2018
Bitcoin was briefly legal tender at KFC Canada,"The Bitcoin Bucket, which includes 10 tenders, waffle fries, a side, some 
gravy and a pair of dips, costs however much of the cryptocurrency you can 
get for ...",13 Jan 2018
"Adani Green Energy wins SECI tender for setting up 300 MW wind generation 
project","The tender was floated by Solar Energy Corporation of India (SECI) and 
which shall also be the PPA counterparty. The fixed PPA tariff is Rs. 
2.76/kWh for a ...",25 Sep 2018
"First bullet train tender goes out, for a bridge","The National High Speed Rail Corporation Limited (NHSRCL) has floated its 
first tender for India's first bullet train project, even as it seeks to 
overcome ...",6 Jul 2018
‘Tender age’ shelters: a new way to describe the kidnapping of children,"What do you do to children of a “tender” age? Why, you put them in cages, 
of course. But they must not be called cages, lest people realise that you 
think of ...",20 Jun 2018
Jawaharlal Nehru Port Trust: DP World JV wins tender to build ...,"(Above: Jawaharlal Nehru Port Trust [JNPT] in Mumbai.) Photo credit: JNPT. 
DP World said its majority-owned India joint venture (JV) has won the 
tender to build ...",31 Oct 2018
Holed below: ThyssenKrupp blocked from warship tender,"Holed below ThyssenKrupp blocked from warship tender. Already suffering 
from allegations of bribery and cost overruns on several naval orders, 
ThyssenKrupp ...",2 Mar 2018
Supreme Court Holds That The Participation In Tender As ...,"Only those entities who participate in the tender process pursuant to a 
tender notice can be allowed to make grievances about the non-fulfillment 
or breach of ...",17 Jul 2018
KTMB's RM6b projects delayed on protracted tender process,"... were delayed due to the longer-than-expected tendering process between 
KTMB and Railway Assets Corp (RAC), said KTMB CEO Mohd Rani Hisham Samsudin.",25 Jun 2018
Dubai's Damac issues new tender for Aykon City tower,"The tender will be awarded for the tower construction which includes three 
basements, ground floor and 10 podium levels, in addition to a dedicated ...",12 Mar 2018
"Government approves tender documents for Rs 1,000 crore Mula-Mutha river 
development project","Government approves tender documents for Rs 1,000 crore Mula-Mutha river 
development project. The river rejuvenation in the city, with the help of 
the Japan ...",2 Jun 2018
How Peking ducks stay so crispy and tender,"A dish once reserved for emperors, a perfect Peking duck is both crispy and 
tender. After days of drying to make the skin as crispy as possible, ...",6 Nov 2018
Whole of government media tender worth SG$80m picks ...,"As seen in a tender document obtained by Marketing earlier, the appointment 
will cover all government ministries, statutory boards, departments, organs 
of ...",15 Oct 2018
"Tender scam in Chennai Corporation? RTI says competing bids placed from 
same computer","The Tamil Nadu Transparency in Tenders Act and Rules puts the onus of 
preventing conflict of interest between the bidders on the tender inviting 
authority. “It ...",22 Nov 2018
Tendering begins for German hydrogen train order,"FRANKFURT Rhine-Main Vehicle Management (Fahma), a subsidiary of Rhine-Main 
Transport Authority (RMV), published a tender notice in the Official 
Journal of ...",20 Apr 2018
Price-quality method to be used to evaluate tenders for ...,"Suitable projects may also use a new tender approach, in which the 
government agency reveals its budget for the project, he said.",27 Sep 2018
Starbucks' cashless cafe stirs up question — shouldn't ...,"Starbucks' cashless cafe stirs up question — shouldn't retailers have to 
accept 'legal tender'? Originally published January 19, 2018 at 9:39 am 
Updated January ...",19 Jan 2018
BMC doubles garbage tender to match contractors’ bids,"The tender was initially for around Rs 300 crore. Despite many corporators 
protesting the move, the proposal was passed in the standing committee on 
Thursday ...",4 May 2018
"Government to phase out $1,000 bill and several older banknotes as legal 
tender","What if I have these bills? Don't panic. The Bank of Canada says it's 
important to note that removing legal tender status “does not mean these 
notes will lose ...",28 Feb 2018
AHTC trial: WP chairman Sylvia Lim gave FMSS heads up ...,"Senior Counsel Davinder Singh said on Wednesday (Oct 24) - the fifth and 
final day Ms Lim was on the stand - that the tender process was ""tainted 
and ...",24 Oct 2018
Malaysia Airlines launches widebody tender process,"SINGAPORE: Malaysia Airlines has launched a fresh tender process for 20-30 
widebody jets that could supersede a deal with Boeing Co agreed during a ...",9 Apr 2018
Pudong Airport readies duty paid tender at Satellite | Travel ...,"“Probably the tender opening date will be the first working day after the 
long holiday in China [Mid-Autumn Festival] which is the first week of 
October,” ...",31 Aug 2018
Botswana Railways launches DMU tender,"BOTSWANA Railways (BR) has issued a call for tender for the supply of three 
DMUs with a closing date for bids of September 7.",2 Aug 2018
Wiener Lokalbahn restarts LRV tender,"AUSTRIAN light rail operator Wiener Lokalbahnen (WLB) has restarted a 
tender for new LRVs for its 30km line from Vienna to Baden after receiving 
just one ...",26 Feb 2018
ONGC awards tender to sell Brazil’s Ostra oil to Shell: Report,"ONGC awards tender to sell Brazil's Ostra oil to Shell: Report. ONGC 
Videsh, the overseas investment arm of ONGC, owns a 27% stake in Brazil's 
BC-10 block, and ...",25 May 2018
Purchase of RM5.7b train sets from China made without tender,"7 billion direct from China without an open tender. The Railwaymen's Union 
of Malaya (RUM) president Abdul Razak Md Hassan said based on Keretapi 
Tanah Melayu ...",30 May 2018
"Pembelian nombor plat: Kerajaan teruskan sistem tender terbuka tanpa harga 
siling","Jika harga siling ditetapkan, ia akan bercanggah dengan prinsip tender 
terbuka bagi penjualan nombor plat khas kenderaan. - Gambar hiasan.",19 Nov 2018
"2 held, 6 booked for graft in Rs 18 crore anganwadi tender","The alleged malpractices and corruption in awarding tenders to extend 
benefits to a Maharashtra based firm had come on the radar of ACB in 
December 2017 ...",11 May 2018
"Tender: Drilling for additional geothermal wells on Azores expected Jan. 
2019","EDA Renováveis, S.A. regional electric utility of EDA on the Azores an 
island group in the North Atlantic expects to release a drilling tender 
during ...",1 Nov 2018
Marshall Islands pioneers legal-tender cryptocurrency,"... digital currency which, unlike similar cryptocurrencies now available 
in many countries, will be legal tender for citizens and businesses on the 
island.",4 May 2018
ConocoPhillips Announces Cash Tender Offer For up to $400 ...,"No tenders will be valid if submitted after the Expiration Date. If Notes 
are validly tendered and not validly withdrawn in an aggregate principal 
amount ...",14 Mar 2018
Whole of government tender: What would a Smart Nation do?,"Whole of government tender: What would a Smart Nation do? Details: Staff 
Writer logo: 29 October 2018. Subscribe to our Telegram channel for the 
latest ...",29 Oct 2018
UPDATE: CDFG and King Power HK triumph in Macau tender,"The partnership, working under the title China Duty Free (Macau) Limited, 
was awarded the sub-concession contract following a fiercely competitive 
tender, ...",30 May 2018
AVA's tender exercise for fish-farming land was fair,"Mr Chan Tzeh Wey highlighted that the recent Agri-Food and Veterinary 
Authority of Singapore (AVA) tender exercise for three land parcels for 
fish farming ...",30 Jan 2018
"IMF Advises Against Crypto as Legal Tender in Marshall Islands Report - 
CoinDesk","The IMF argued that the introduction of a cryptocurrency as legal tender 
may backfire, if a lack of comprehensive anti-money laundering measures 
eventually ...",11 Sep 2018
Timescales under the 2015 Public Contracts Regulations – updated,"This can be reduced to 30 days if tender responses are submitted 
electronically. Or. 15 calendar days if a Prior Information Notice (PIN) 
has been published ...",29 Aug 2018
Washington Redskins tackle Ty Nsekhe signs contract tender,"Washington Redskins reserve tackle Ty Nskehe has reportedly signed his 
second-round tender. The Washington Redskins came into the offseason with a 
clear ...",16 Apr 2018
FIRMENICH SUCCESSFULLY COMPLETES TENDER ...,"Sentry Merger Sub, Inc., a wholly owned subsidiary of Firmenich 
Incorporated (""Purchaser""), has successfully completed its tender offer to 
purchase all of ...",2 Nov 2018
Medilogistics Corp. Announces Expiration of the Tender Offer ...,"Announces Expiration of the Tender Offer to Purchase All DS Healthcare 
Group, Inc. Common Stock and Commencement of Subsequent Offering Period.",25 Jun 2018
"Pershing Square Holdings, Ltd. Announces Results of $300 ...","Valid tenders of 10,474,120 Public Shares were made at the Strike Price and 
have been scaled back pro rata, adjusted to avoid fractions. PSH will 
accept for ...",11 May 2018
Rio's Argyle pink diamonds tender breaks record - MINING.COM,"Rio Tinto, (NYSE:RIO) the world's No.2 miner, announced today that it 
delivered record results at its 2018 Argyle Pink Diamonds Tender, which 
included 63 ...",9 Nov 2018
Tender Greens Opens at The Street in Chestnut Hill,"Tender Greens encourages its kitchen staff to improve their skills and 
learn new ones regardless of what position they start out from.",29 Apr 2018
Sweet and tender Kerala,"The erachi ularthiyathu makes for a heavier starter, with its tender beef 
and hard coconut chunks taking the cake. But, dive deep into the meen manga 
curry ( ...",24 Dec 2018
"Ensign Energy tender gets over 50 percent of Trinidad shares, Precision 
ends bid","Ensign Energy tender gets over 50 percent of Trinidad shares, Precision 
ends bid. By Reuters Staff. 2 Min Read. A drilling rig owned by Trinidad 
Drilling ...",27 Nov 2018
French Development Agency issues tender for Benin's first ...,"French Development Agency issues tender for Benin's first solar park. The 
25 MW project is being financially supported by the European Union and the 
AFD ...",31 Jan 2018
Milwaukee Brewers Tender or Non-Tender Decisions: Jonathan Schoop,"The Case for Tendering. We didn't see it much -- if at all -- in Milwaukee, 
but Schoop has generally proven himself to be a solid defensive second 
baseman ...",26 Nov 2018
Circle Health to launch legal challenge over NHS tender,"Paul Manning, director of hospitals at Circle Health, said the company had 
already withdrawn from the tender process because it was “poor 
commissioning that ...",2 Apr 2018
"Low interest, 76.5 MW of awards in 2nd German biomass tender","Biomass auctions in Germany are held once a year with a volume of 150 MW. 
To this is added the capacity not awarded in previous tenders. The 2017 
tender, ...",19 Sep 2018
MMCT excludes Iranian urea from its tender,"Metals and Minerals Trading Corporation of India (MMCT) has excluded the 
use of Iranian urea from its tender due to its status as a sanctioned 
country.",4 Oct 2018
Ascott Reit wins tender for one-north site for $62.4m; to build ...,"The site was put up for sale by JTC Corporation in a two-envelope concept 
and price tender, and received four bids. Tenderers were evaluated based on 
their ...",20 Sep 2018
SMT succeeds in bagging one more tender in Italy,"India's leading medical device firm Sahajanand Medical Technologies (SMT) 
has bagged second tender through its Italian partner Eukon in Sicily 
region, ...",13 Nov 2018
Railways allowed to float global tender for steel rails,"The Rail Vikas Nigam Ltd (RVNL) has been granted an exemption from the 
mandatory local sourcing clause while procuring steel rails.",9 Nov 2018
Carbon Trust tender seeks proposals on gangway ends,"February 13 (Renewables Now) - The Carbon Trust has today launched a tender 
as part of the Offshore Wind Accelerator (OWA) programme focused on 
interfaces ...",13 Feb 2018
Madhya Pradesh's 35 MW Solar Rooftop Tender Sets Historic ...,"The recent tender floated by Madhya Pradesh Urja Vikas Nigam Limited 
(MPUVNL) for the development of 35 MW of grid-connected rooftop solar under 
RESCO model ...",29 Aug 2018
"MP:E-tender ‘scam’ may be worth Rs 10,000 crore","The volume of these nine tenders was around Rs 3000 crore. “EOW is now 
looking into all e-tenders floated through MPSEDC from 2013 onwards. Their 
volume is ...",26 Jul 2018
Tender time as Hong Kong International Airport calls luxury ...,"The tenders take place amid a major upgrade of core category concessions at 
HKIA. Yesterday Shilla Travel Retail (HK) unveiled its new beauty and 
accessories ...",29 Jun 2018
NTPC Tenders 22 MW of Grid-Connected Floating Solar ...,"This is an international tender under which engineering procurement 
construction (EPC) services are required by NTPC. NTPC is a relatively new 
entrant into ...",25 Jun 2018
Oman begins process for second 500 MW PV tender,"Oman begins process for second 500 MW PV tender. The Oman Power and Water 
Procurement company (OPWP) is now seeking bids to secure technical 
consultancy ...",8 Oct 2018
Hong Kong International Airport launches luxury tender,"The tender is for the operation of 36 luxury licenses across the East Hall 
section of the airside area of HKIA for a five-year term. A thriving 
category. As ...",29 Jun 2018
Leave No Trace Clip: A Tender Father-Daughter Moment,"Leave No Trace Clip: A Tender Father-Daughter Moment ... A father and 
daughter living in the wilderness and off the grid are forced to adjust to 
a new life in ...",18 Jun 2018
"Tender held for construction in natural park in Turkey’s Bolu cancelled, 
mayor says","A tender held on Dec. 19 for construction projects in a natural park in the 
northwestern province of Bolu has been cancelled after protests over ...",2 Jan 2018
France reveals winners of tender for large-scale storage in ...,"France's Energy Regulatory Commission (CRE) has selected 11 large-scale 
storage projects in a tender held for the deployment of storage capacity in 
Corsica ...",12 Oct 2018
Tender process for 2023 European Games set to be triggered ...,"The tender process for the third European Games, originally set for the 
European Olympic Committees (EOC) General Assembly in Marbella later this 
year, ...",19 Sep 2018
Kuwait's KNPC invites bids in 1.5-GW solar tender,"September 20 (Renewables Now) - The Kuwait National Petroleum Company 
(KNPC) has initiated a tender for the installation of up to 1.5 GW of solar 
power ...",20 Sep 2018
Myanmar to invite tender to upgrade Yangon-Pyay railway in ...,"16 (Xinhua) -- Myanmar is preparing to invite tender from international 
companies early next year to upgrade Yangon-Pyay railway, one of the most 
important ...",16 Dec 2018
CK Asset Wins Tender for Hong Kong MTR Project in Wong ...,"Victor Li's CK Asset Holdings has won the tender for a 1.5 million square 
foot (139,000 square metre) project in Hong Kong's Wong Chuk Hang area, ...",9 Aug 2018
Montenegro to call tender for 75 MW wind farm construction,"PODGORICA (Montenegro), July 27 (SeeNews) - Montenegro's government has 
said it plans to call a tender for the construction of a 75 MW wind farm in 
Brajici.",27 Jul 2018
Audit tegur pengurusan perolehan UTeM tidak cekap,"Perkara itu berdasarkan empat perolehan secara tender bernilai RM2.65 juta 
dan enam perolehan secara sebut harga bernilai RM2.16 juta yang tidak 
dinilai ...",6 Aug 2018
Enel launches tender offer for Eletropaulo,"Enel launches tender offer for Eletropaulo. Published: April 18, 2018 at 
2:31 a.m. ET. By. Max Bernhard.",18 Apr 2018
KMDA floats tender for Tolly Nullah bridge,"The KMC that will develop the connecting road will float tenders for the 
same at the earliest. The bridge, connecting B L Saha Road with Deshapran 
Sashmal Road, ...",4 Nov 2018
VSU Opera Presents “The Tender Land” Jan. 20-21,"20-21. VALDOSTA — Valdosta State University Opera will present “The Tender 
Land” at 7:30 p.m. Saturday, Jan. 20, and 3 p.m. Sunday ...",17 Jan 2018
"Government floats egg tender again, poultry farmers to bid","The government re-introduced the centralised tendering process in 2012, 
after concerns over district-wise tenders leading to cartels in egg 
procurement. But ...",27 Jul 2018
Most extras in 36-Rafale contract were also specified in earlier ...,"The Request for Proposals (RFP, or tender) that the IAF floated in 2007 for 
126 medium multi-role combat aircraft (MMRCA), had detailed conditions 
that ...",10 Nov 2018
"Danny Meyer-Backed Chain Tender Greens Actually ‘Doesn’t Suck,’ Critic Says","The NYC location of Tender Greens marks the brand's east coast debut, and 
the company is planning up to 15 NYC locations. Chinatown's tofu dispute 
heats up. The ...",14 Feb 2018
Residential site at Guillemard Road/Jalan Molek up for sale by ...,"The tender for the site, located at 1-21A Jalan Molek and 217 to 223A 
Guillemard Road will close on March 20, 3pm. The site comprises 15 
two-storey terrace ...",21 Feb 2018
Govt reviewing oil and gas contracts ahead of offshore tender,"Zaw Aung said the offshore tender would likely be called before the end of 
this year, and would follow a tender for onshore brownfield sites that 
is ...",29 May 2018
KSBC plans international tender for supply of FMFL,"The Kerala State Beverages Corporation (KSBC) plans to float international 
tenders for the supply of imported liquor. However, the State-owned 
monopoly has ...",4 Feb 2018
Whole of government creative tender sees 39 agencies added ...,"The aim of the tender is for the government to have a list of contractors 
and contracted prices for communication campaign services for a period of 
12 ...",16 Oct 2018
Sri Lanka approves Mattala BOT airport rail link tender,"THE Sri Lankan cabinet has approved plans to start the international tender 
process for a build-operate-transfer (BOT) project to build a rail link to 
serve ...",7 Jun 2018
Greater London Authority to launch adult education budget tender next week,"The Greater London Authority is set to become the first devolved area to 
launch a tender for its adult education budget later next week.",1 Oct 2018
Malaysia-Singapore ties tested by high-speed rail contract,"... * Malaysian leader visiting Singapore for 2-day retreat. * Chinese, 
Japanese bidders vying for high-speed rail project. * Tender closes on June 
29.",15 Jan 2018
18 ways to reduce bloating: Quick tips and long-term relief,"Bloating causes the belly to look larger than usual, and it may also feel 
tender or painful. Fluid retention in the body can also lead to bloating.",14 Feb 2020
UPDATE 1-Thailand pushes Erawan and Bongkot gas field auctions to April,"Many of Thailand's gas fields have been producing for decades and are in 
decline, and the tender winners will be expected to maintain baseline 
production ...",22 Feb 2018
Myanmar agrees smaller deal for China-backed port after 'debt-trap' concern,"Myanmar's previous military-backed administration awarded CITIC a tender in 
2015 to develop a deepwater port and special economic zone with a combined 
price ...",8 Nov 2018
Factbox: What you need to know about the Swiss sovereign money vote,"Money created by a central bank money is legal tender, while deposits with 
commercial banks represent a claim on central bank money.",24 May 2018
Bulgaria's Investbank acquires small Victoria Bank,"Investbank has won a tender for the lender over Bulgarian American Credit 
Bank. Victoria's total equity stood at 31.6 million levs at the end of last 
year ...",16 Apr 2018
RPT-Saudi Arabia metro key part of French RATP's foreign growth drive,"Strong international competition in Buenos Aires tender ... RATP's other 
major competitors in international public transport tenders include Hong 
Kong's MTR ...",21 Oct 2018
Angola battles to revive oil exploration as output declines,"Sonangol, the state oil company, is negotiating contracts for new blocks 
with oil majors and Angola plans to hold an auction next year, the first 
tender for ...",14 Nov 2018
"India to bar cryptocurrencies from its payments system: finance ministry 
official","The government does not consider cryptocurrencies legal tender and will 
take all measures to eliminate use of crypto assets in financing 
illegitimate ...",5 Feb 2018
Edinburgh Dragon breathes some fire into performance with ...,"The £633 million investment trust, the largest in Aberdeen Standard's Asia 
franchise headed by Hugh Young, has had to offer shareholders a 30% tender 
offer ...",12 Nov 2018
PDAM Tirtanadi tetapkan pemenang sebelum tender?,"... Medan Labuhan senilai Rp58 miliar TA 2012, sekalipun tender (lelang) 
belum diumumkan ke publik, melalui salah satu media cetak di Medan.",27 Nov 2018
"Marinated Zucchini With Farro, Chickpeas and Parmesan ...","Zucchini's a tricky vegetable, prone to mushiness. Here, we avoid those 
pitfalls: By pan-frying planks, you'll get tender, rich insides with 
golden-brown ...",24 Aug 2018
Sheet-Pan Fish With Chard and Spicy Red-Pepper Relish ...,"This recipe combines the piquant, fiery relish with a tender white fish and 
leafy greens for an easy sheet-pan meal. A high-temperature broil in the 
oven ...",28 Dec 2018
Finland to buy missile system from Israel Aerospace,"... missile system from defense contractor Israel Aerospace Industries 
(IAI), after it won a public tender, the defense ministry said on Friday.",5 Jul 2018
Thomson Reuters closes deal with Blackstone,"The tender offer is scheduled to close on Tuesday. From the remainder of 
the proceeds, the company said it would redeem $4 billion of debt, keep $2 
billion ...",1 Oct 2018
Former Zimbabwe ministers loyal to Mugabe charged with corruption,"Undenge is accused of issuing a $12,650 contract without due tender to a 
company that did no work, according to a charge sheet seen by Reuters.",6 Jan 2018
New on the menu: Pipa Duck at Kam's Roast,"Then, it is roasted at a low temperature to make sure the meat stays 
tender. Lastly, the roasted duck is bathed in hot oil to crisp up the skin.",1 Nov 2018
"Two injured, five structures damaged in Rajouri fire incidents","They said fire tender couldn't reach the area because of poor connectivity. 
... Fire tenders rushed to the spot and brought the fire under control, he 
said.",12 Jun 2018
Greece says 15 investors interested in coal-fired plants sale,"Athens is expected to pass any relevant law by April in order for PPC to 
launch a tender by June. (Reporting by Renee Maltezou, Editing by William 
Maclean).",21 Jan 2018
"South Korea picks Boeing P-8 for $1.7 billion maritime patrol aircraft 
contract","... C295 MPA models respectively, but the Boeing contract was ultimately 
awarded on a ""sole-source"" basis that did not require a competitive tender 
process.",25 Jun 2018
Garlic Braised Short Ribs With Red Wine Recipe,"Cook, undisturbed, until short ribs are meltingly tender and falling off 
the bone (you should be able to shred the meat with a fork), 3½ to 4 hours.",23 Mar 2018
Offshore wind power firms see Taiwan as a battleground to expand in Asia,"After awarding 3.8 GW capacity on Monday, a further 2 GW will be allocated 
through a competitive price tender this summer. Monday's auction had 
included an ...",30 Apr 2018
"Eat boiled, blanched or steamed vegetables to lose weight ...","Add these broccoli pieces. Bring to a boil and then simmer until the 
vegetable is just tender. Drain the water. Sprinkle little salt and black 
pepper powder.",8 Oct 2018
British soccer club Arsenal is promoting an initial coin offering,"Once a player has exchanged legal tender for a casino's chips, the plastic 
disks can be used to wager on games. Screen Shot 2018 01 24 at 2.04.40 PM 
CashBet.",24 Jan 2018
These are the best tacos in and around Indianapolis,"No one knows for sure who created the first taco, but all hail that person. 
A soft, warm corn tortilla filled with tender meat and vegetables is one of 
the most ...",3 Oct 2018
Bye bye birdies: 6 great restaurants near RSW airport Fort Myers — JLB Picks,"... chicken tenders and bacon), to falafel wraps, breakfast burritos and 
vegan bowls. ... the hand-pinched pierogi with the addictively tender chew.",11 Apr 2018
