Title,Content,Date
Race Recap: 2016 European GP was a cakewalk for Rosberg,"Nico Rosberg snatched pole position after Mercedes-AMG Petronas teammate 
 Lewis Hamilton hit the wall during qualifying. When the lights went out, ...",20 Jun 2016
Joint efforts result in Malaysia's first Tension Leg Platform,"So was the support given by Petronas (Petroliam Nasional Bhd),” he added. 
 “MMHE is proud to have been the fabrication partner and Malaysian 
 contractor to Shell ...",24 Jun 2016
Petronas creates another record,"(File pix) Malaysia's tallest and heaviest fractionator process column 
 arrives in Pengerang, Johor. PETROLIAM Nasional Bhd (Petronas) has achieved 
 another ...",26 Jun 2016
"Petronas ad: 'Rubber Boy is my family's story', says Leo Burnett creative 
 director","James Yap says 'Rubber Boy' is based on a personal story not knew by the 
 Petronas creative team and the advertisement's director. Syafique Shuib.",26 Jun 2016
PETRONAS terima propylene fractionator,"KUALA LUMPUR: PETRONAS menerima kolum proses propylene fractionator 
 tertinggi dan terberat bagi kemudahan pemecah wap untuk Kompleks Bersepadu 
 Pengerang ...",26 Jun 2016
Petronas updates progress on Malaysian RAPID project,"State-run Petronas has reached the halfway point of its long-planned 
 project to build a refinery and petrochemical integrated development 
 (RAPID) complex at ...",27 Jun 2016
Go-To-Safety-Points now at 512 Petronas stations - paultan.org,"The Go-To-Safety-Points (GTSP) programme, in which the public can go to 
 petrol stations to seek help during emergencies, is now running at 512 
 Petronas ...",27 Jun 2016
"SKE, Petronas plan platform for B15 gas project offshore ...","SapuraKencana Energy Sarawak has signed an upstream gas sales agreement for 
 the B15 gas field offshore East Malaysia with buyer Petronas. Jun 27th, 
 2016.",27 Jun 2016
Igauan ngeri berulang,"Lebih-lebih lagi selepas melihat bagaimana mercu tanda kebanggaan negara, 
 Menara Berkembar PETRONAS, turut musnah akibat serangan makhluk asing, ...",27 Jun 2016
Rubber boy director says 'pride is gone' after plagiarism ...,"The director of 'Rubber boy', the Petronas film whose agency creators were 
 accused of copying the idea and script from another film-maker earlier this 
 week, ...",28 Jun 2016
Leo Burnett faces plagiarism claims in Malaysia for Petronas ...,"Leo Burnett has been called out by a filmmaker for using an idea she 
 pitched in 2014 as the basis of the Cannes-winning film 'Rubber Boy' for 
 Petronas tires ...",28 Jun 2016
Anak syarikat SapuraKencana peroleh kontrak RM513j,"... pembinaan, pemasangan dan kerja pengoperasian bagi projek menaik taraf 
 kemudahan dan infrastruktur itu daripada BASF Petronas Chemicals Sdn Bhd.",28 Jun 2016
SapuraKencana's 1QFY17 results expected to be weak,"SKE is the operator of the Block SK310 PSC, which was awarded by Petronas 
 on June 17, 2008 to NewField, which later sold its Malaysian upstream 
 assets to ...",29 Jun 2016
Filmmaker issues her own 'letter of demand' to Leo Burnett,"This is over Tan's claim that the agency had plagiarised her team's work 
 for the Petronas-commissioned TV commercial 'Rubber Boy'.",29 Jun 2016
"July 2016 fuel prices – RON 95, RON 97, diesel all up ...","Petronas Primax 97 Euro 4M 002. We now have fuel prices for the month of 
 July 2016, and it has been confirmed that RON 95, RON 97 and diesel will 
 all go up ...",30 Jun 2016
In pictures: Watch Rajinikanth fans celebrate 'Kabali' in Malaysia,"The 'Kabali' mania is officially a global phenomenon as Rajinikanth fans 
 gathered in Malaysia's Petronas Towers in Kuala Lumpur with posters that 
 read 'make ...",2 Jul 2016
Expat Tales: The 'rich diversity' of Kuala Lumpur,"The iconic Petronas Towers in the heart of Kuala Lumpur. A fascination with 
 Southeast Asia saw Aucklander Dan Bidois make the move to Kuala Lumpur, 
 Malaysia.",3 Jul 2016
Hugo Boss' Partnership with Mercedes AMG Petronas ...,"Hugo Boss' Partnership with Mercedes AMG Petronas Continues with All-Black 
 Lifestyle Collection. Posted on July 4, 2016. WINNING FORMULA. The 
 partnership ...",4 Jul 2016
Race Recap: 2016 Austrian GP is mishaps from start to finish,"The Brit remained second. Nico Rosberg of Germany driving the (6) Mercedes 
 AMG Petronas F1 Team Mercedes F1 Hamilton chased his teammate for the final 
 15 laps ...",5 Jul 2016
"Employers, embassies should ensure foreign workers behave ...","... workers taking the opportunity of the long Hari Raya Aidilfitri holiday 
 to rest and relax at the Recreational Park of Petronas Twin Towers, KLCC.",9 Jul 2016
"PETRONAS Reaches Deal with SapuraKencana, Petrofac for ...","Malaysia's national oil company (NOC) Petroliam Nasional Berhd (PETRONAS) 
 announced Monday that it has reached an agreement with Petrofac Energy ...",11 Jul 2016
Petronas Selects Intellian To Connect New State-Of-The-Art ...,"Petronas Selects Intellian To Connect New State-Of-The-Art Floating LNG 
 Production Vessel. 8591bc10-3d64-4b21-a079-9ad3a3a5de23.jpg. A triple 
 installation for ...",11 Jul 2016
Swiber unit mulling legal options after non-payment for US ...,"A Swiber float-over installation of a central processing platform in the 
 Petronas-operated NC3 field development off Sarawak, Malaysia.",11 Jul 2016
Shell's LNG Canada venture again delays export terminal decision,"Last month, Canada's environmental regulator said it resumed its review of 
 a separate Petronas-led LNG project. The agency has three months to 
 complete its ...",11 Jul 2016
About That Report Apple Might Buy Formula One,"The Mercedes AMG Petronas F1 team during a practice session at the Rolex 
 Australian Formula One Grand Prix in March.Asanka Brendon Ratnayake—Anadolu 
 Agency ...",14 Jul 2016
Utility stocks with cheap valuations offer higher returns',"... prospects than Petronas Gas Bhd, Malakoff Corp Bhd and Gas Malaysia 
 Bhd. ... those with historically stable and predictable earnings, such as 
 Petronas ...",15 Jul 2016
"MotoGP, Grand Prix motorcycle racing in Germany until 2021","MotoGP: Stigefelt: “Rossi has not had a perfect Grand Prix in Petronas yet. 
 Stigefelt: “Rossi has not had a perfect Grand Prix in Petronas yet”.",17 Jul 2016
Pengenalan hukuman mati jejas kemasukan Turki - EU,"Kenaikan harga minyak lonjak untung Petronas Dagangan. 34h. Perak belum 
 mahu kibar bendera putih. Vaksin. ASEAN Ogs 20, 2021 @ 8:08pm.",18 Jul 2016
6 Reasons to Love the Kuala Lumpur City Centre (KLCC),"An entertainment, commercial and business focal point, it is home to some 
 of the most distinctive landmarks in Malaysia (such as Petronas Twin Towers 
 and ...",19 Jul 2016
Petronas officials call on The Borneo Post,"KUCHING: The Borneo Post, Utusan Borneo and See Hua Daily News received a 
 courtesy call from the national petroleum corporation (Petronas) 
 yesterday ...",20 Jul 2016
PETRONAS meterai kerjasama runcit pertama di UK,"KUALA LUMPUR: PETRONAS Lubricants International (PLI) melakar pencapaian 
 penting apabila menjalin kerjasama dengan firma Britain, Halfords Group 
 plc, ...",20 Jul 2016
"Cantaloupe, Kuala Lumpur","For an after-dinner drink, venture to the outside bar and admire the 
 illuminated ribs of the landmark Petronas Towers nearby. Those without 
 vertigo can peer ...",20 Jul 2016
PETRONAS Awards SK410B PSC Offshore Malaysia to ...,"Petroliam Nasional Berhad (PETRONAS) awarded Thursday the SK410B Production 
 Sharing Contract (PSC) offshore Sarawak, Malaysia to a joint venture 
 comprising ...",21 Jul 2016
Berantai RSC now goes to Vestigo,"KUALA LUMPUR: In a new twist, Petroliam Nasional Bhd (Petronas) has 
 appointed its wholly-owned subsidiary Vestigo Petroleum Sdn Bhd to run the 
 Berantai risk ...",21 Jul 2016
PTTEP wins rights to explore block in Malaysia,"PTTEP HK Offshore Ltd, a subsidiary of PTTEP; KUFPEC Malaysia and Petronas 
 Carigali signed a production sharing contract with Petroliam Nasional 
 Berhad ...",21 Jul 2016
"KL118 Tower project ongoing, says UEM Group","Samsung C&T was reported to have had experience participating in the 
 building of skyscrapers, which include the Petronas Twin Towers and Burj 
 Khalifa in ...",21 Jul 2016
Where to Indulge in Kuala Lumpur: Tips to Enjoy the ...,"KL's Petronas Twin Towers · KL: a top destination for a world's worth of 
 tourists · There are plenty of nightlife attractions in this lovely city.",21 Jul 2016
Whatever happened to the Foggy Petronas FP1?,"From 2003 to 2006 four-times World Superbike champion Carl Fogarty headed 
 up the Foggy Petronas project that not only raced in WSB but also should 
 have led ...",23 Jul 2016
Keputusan penuh aksi Liga Super,"Kenaikan harga minyak lonjak untung Petronas Dagangan. 58h. Perak belum 
 mahu kibar bendera putih. Vaksin. Nasional Ogs 24, 2021 @ 1:17am.",23 Jul 2016
SAMUR project 98% complete,"SIPITANG: The Sabah Ammonia and Urea project (SAMUR) which has been 
 implemented from 2012 here is now 98 per cent complete, said Petronas 
 Chemical ...",25 Jul 2016
Formula One: Lewis Hamilton wins Hungarian Grand Prix to claim overall lead,"Mercedes AMG Petronas F1 Team's British driver Lewis Hamilton (C) 
 celebrates his victory on the podium.(AFP Photo). others. Formula One: 
 Lewis Hamilton wins ...",25 Jul 2016
Spielberg-Test: Bestzeit für Andrea Locatelli (KTM),"Moto3 2021 Red Bull Ring - Petronas SRT Highlights. Petronas SRT. 10.8K 
 subscribers. 2021 AustriaGP Highlights: Moto3. Info. Shopping. Tap to 
 unmute ...",26 Jul 2016
"Fitch downgrades Malaysia's Petronas to A-, outlook stable","Fitch Ratings has downgraded Malaysia-based Petroliam Nasional Bhd 
 (Petronas)'s Long-Term Foreign- and Local-Currency Issuer Default Ratings 
 (IDRs) to ""A-"" ...",27 Jul 2016
The world's most expensive buildings - Travel,"20. Petronas Twin Towers, Kuala Lumpur. Total cost of construction: $1.16 
 billion. These twin skyscrapers are the tallest twin buildings in the 
 world, coming in ...",27 Jul 2016
MPay launches MPay Mastercard prepaid card,"DRUM roll please – Hisham Albakri has not one, not two, but four children 
 who have studied in UTP (Universiti Teknologi PETRONAS).",29 Jul 2016
Pencawang di MLNG Bintulu terbakar,"BINTULU: Satu kebakaran pencawang berlaku di dalam kawasan loji PETRONAS 
 MLNG di Bintulu menyebabkan operasi loji itu terhenti seketika jam 9. 30 
 pagi tadi.",30 Jul 2016
Transformer catches fire at Petronas LNG Complex in Bintulu,"BINTULU: It was a panicky situation at the Petronas LNG Complex in Tanjung 
 Kidurong near here yesterday when one of the transformers there caught fire.",31 Jul 2016
2016 Honda RS150R - ride impression of new cub - paultan.org,"During the fifth round of the Petronas Malaysian Cub Prix series in Teluk 
 Intan, we were invited by Boon Siew Honda to take the recently launched 
 2016 Honda ...",1 Aug 2016
"2016 German Grand Prix race recap: so-so racing, great questions","That penalty turned into eight seconds when the Mercedes-AMG Petronas 
 stopwatch didn't work in the pits. Ferrari pilots Sebastian Vettel and Kimi 
 Räikkönen ...",1 Aug 2016
"Female motorcycle racer defends her attire, career choice","She grabbed the attention during the Petronas Malaysian Cub Prix 2016 race 
 in Teluk Intan, Perak last Saturday for donning a racing suit, compared to 
 her ...",2 Aug 2016
Bank Rakyat yakin capai sasaran pertumbuhan pinjaman,"PENGARAH Urusan dan Presiden Bank Rakyat, Datuk Mustafha Abd Razak dan 
 Ketua Bahagian Perniagaan Runcit Petronas Dagangan Bhd, Shaharuddin 
 Muhammad Sidek ...",2 Aug 2016
Kenali Fatimah pelumba Cup Prix bertudung,"Kejayaan itu akhirnya membawa jurutera terlatih itu ke peringkat motosikal 
 cup prix dan kini mengikat kontrak bersama Petronas selama setahun.",3 Aug 2016
Kebocoran asid sulfurik: kilang diarah henti operasi,"... 60 hari susulan kebocoran asid sulfurik berhampiran paip gas Petronas 
 Gas Berhad (PGB) di Taman Perindustrian Desa Cemerlang, Ulu Tiram, dekat 
 sini.",3 Aug 2016
"Kerajaan Sarawak, PETRONAS akan bincang pekerja bukan anak Sarawak","SAMARAHAN: Kerajaan Negeri Sarawak akan mengadakan mesyuarat dengan 
 Petroliam Nasional Bhd (PETRONAS) dalam masa terdekat untuk untuk 
 membincangkan status ...",8 Aug 2016
Petronas Dynamic Diesel Euro 5 now in Klang Valley ...,"Petronas Dagangan Berhad (PDB) has announced that the Euro 5-compliant 
 version of its Petronas Dynamic Diesel is now available in Klang Valley.",10 Aug 2016
"Petronas Dynamic Diesel Euro 5 Now Available In Klang Valley - Auto News - 
 Carlist.my","Petronas Solaris Serdang (South-bound); Petronas Sprint Highway. The 
 company added that it has identified another 25 stations in the Klang 
 Valley which will be ...",10 Aug 2016
SPG accuses Petronas of forgetting its roots,"MIRI: In a continuing tirade against Petronas over unfair treatment of 
 Sarawakians in its hiring policy, Suarah Petroleum Group (SPG) has accused 
 the ...",12 Aug 2016
Intensive learning sessions for 51 MRSM Mukah students,"MUKAH: Petroliam Nasional Berhad (Petronas) conducted a series of intensive 
 learning sessions for 51 students of Mara Junior Science College (MRSM) 
 Mukah ...",12 Aug 2016
Isu Bertam 307: K'jaan digesa gazet sempadan laut,"... Kamarul Bahrin pula memberitahu bahawa sehingga hari ini tiada sebarang 
 pengesahan yang dibuat oleh Petronas tentang status telaga minyak berkenaan.",12 Aug 2016
Five-year-old boy allegedly sodomised by relative in Kota Bharu,"Petronas Chemicals catat untung bersih 10 kali ganda kepada RM1.86 bilion. 
 Ini menyaksikan untung bersih kumpulan bagi tempoh tersebut meningkat 10 
 kali ...",13 Aug 2016
DCM Uggah and State Secretary's meeting with Petronas 'fruitful',"The Petronas team was led by its Executive Vice President and Chief 
 Executive Officer of Upstream, Datuk Mohd Anuar Taib. “The meeting was 
 productive, ...",15 Aug 2016
Petronas Chemicals says two killed from ammonia leak at plant,"KUALA LUMPUR (Aug 16): Petronas Chemicals Group Bhd (PCG) said two 
 fatalities have been reported due to the ammonia leakage incident at 
 Petronas Chemicals ...",16 Aug 2016
Malaysia's Most Popular YouTube Ads For First Half Of 2016,"This Petronas ad grabbed you from the start with a mother slapping her son, 
 Ah Hock. It then slowly unveiled the story of how the mother is undergoing 
 much ...",16 Aug 2016
Azizulhasni gets Malaysia's first bronze in keirin cycling,"Youth and Sports Minister Khairy Jamaluddin Abu Bakar tweeted, “Budak 
 Dungun Ganu diri atas podium dengan Mat Salleh2 tinggi Petronas tower.",16 Aug 2016
Ammonia leak at Petronas plant kills two workers,"KOTA KINABALU: Two maintenance workers died and three others collapsed 
 during an ammonia leak at the Petronas Chemicals Fertiliser Sabah Sdn Bhd 
 plant in ...",17 Aug 2016
Petronas' unit plans joint-venture for ship repair,"KUALA LUMPUR (NewsRise) - Malaysia Marine and Heavy Engineering Holdings, 
 the services arm of Malaysia's national oil-and-gas company Petronas, ...",17 Aug 2016
Tourism M'sia offering 'Kabali' packages to tourists from India,"... package offers a full day tour to the most iconic and popular tourist 
 attractions related to the film, namely Petronas Twin Towers, Batu Caves, 
 KLCC, ...",17 Aug 2016
PETRONAS to Continue Cost Control Measures Even When ...,"Malaysia's PETRONAS plans to continue with efforts to control costs even 
 when oil prices recover. Malaysia's state-owned Petroliam Nasional Bhd 
 (PETRONAS) ...",18 Aug 2016
Bypassing work permits?,"Petronas workers arriving at a private jetty in Kampung Pulau Melayu, Miri 
 around 5Aam yesterday. MIRI: Members of the public have alerted The Borneo 
 Post that ...",18 Aug 2016
PETRONAS Minimizes Staff Redundancy to Facilitate ...,"Malaysia's PETRONAS minimizes layoffs in order for the firm to continue 
 with its capability development, a senior executive says.",22 Aug 2016
Malaysian shipping unit of Petronas gets $230 million order,"KUALA LUMPUR (NewsRise) - MISC, the shipping arm of Malaysia's national oil 
 company Petronas, secured a $230 million contract to lease and operate a ...",24 Aug 2016
"Rosberg wins crazy Belgian GP, Ricciardo second","Mercedes AMG Petronas F1 Team's German driver Nico Rosberg drives ahead of 
 Red Bull Racing's Australian driver Daniel Ricciardo during the Belgian 
 Formula 1 ...",28 Aug 2016
Pertamina Berpotensi Kalahkan Petronas,"Saya optimistis Pertamina bisa mengalahkan Petronas, asal proses efisiensi 
 terus dijalankan,"" kata dia dalam rilisnya yang diterima Sindonews, 
 Jakarta, ...",29 Aug 2016
Pendidikan abad ke-21 perkenal guru Malaysia peringkat global,"... Kursus Reka Bentuk Pengajaran dan Pembelajaran Abad Ke-21 di Pejabat 
 Microsoft Malaysia di Menara Berkembar Petronas di sini dan IPGKIK, 
 baru-baru ini.",29 Aug 2016
"Tea, temples, and a city ruled by cats: 15 of Malaysia's best ...","If phallic skyscrapers get you hot under the collar prepare for a 
 full-blown meltdown in Kuala Lumpur, also known as KL. Famously home of the 
 Petronas Towers, ...",31 Aug 2016
"Petronas Diajak Gabung Garap Natuna, Ini Kata Luhut","Pertimbangan, Kementerian ESDM, Petronas punya teknologi pemisahan karbon 
 dioksida (CO2), yang bermanfaat di blok ini. Perlu diketahui, cadangan gas 
 terbukti ...",1 Sep 2016
SapuraKencana lands US$65 million in series of,"The PETRONAS Carigali Contract is for a period of approximately eight 
 months. ExxonMobil. SKTLO has been awarded a contract by ExxonMobil 
 Exploration and ...",1 Sep 2016
INSTEP: Transforming the Landscape of Technical Learning ...,"Institut Teknologi Petroleum PETRONAS (INSTEP) is a state-of-the-art 
 technical training institute owned by PETRONAS Technical Training Sdn Bhd 
 (PTTSB).",5 Sep 2016
"INTERVIEW-Petronas expects $27 bln Pengerang complex to start operations 
 early 2019","... * Pengerang refining and chemicals project nearly 50 pct complete. * 
 Downstream operations have become crucial -Petronas executive.",6 Sep 2016
Petrosains anjur Festival Sains,"Pengerusi Petronas, Tan Sri Sidek Hassan, berharap inisiatif itu dapat 
 membantu meningkatkan kesedaran orang ramai mengenai kepentingan pendidikan 
 Sains, ...",6 Sep 2016
Lee: Miri should be centre of oil and gas industry in Malaysia,"Assistant Minister for Tourism Datuk Lee Kim Shin said it was high time 
 Petronas acknowledged this fact and this was among issues that had to be 
 addressed ...",8 Sep 2016
BASF Petronas Chemicals stellt Citral-Anlage mechanisch fertig,"BASF Petronas Chemicals hat an ihrem integrierten Chemiestandort in 
 Kuantan, Malaysia, Anlagen zur Produktion von Citral und Citronellol sowie 
 die zugehörige ...",8 Sep 2016
West Bengal: Indian Oil Petronas gets green nod for LPG terminal expansion,"Indian Oil Petronas Pvt Ltd (IPPL) has proposed to expand its LPG terminal 
 at Haldia, West Bengal, from 31,500 tonnes to 36,900 tonnes. Advertisement. 
 By: PTI | ...",9 Sep 2016
"All torque, all action - TODAY","1 of 12. Nico Rosberg will be at the IWC Schaffhausen's Mercedes AMG 
 Petronas Formula One Team garage showcase on Sept 15. Photo: IWC ...",9 Sep 2016
"Misano: Öttl starker Siebter, Binder auf Pole","Moto3 2021 Red Bull Ring - Petronas SRT Highlights. Petronas SRT. 10.8K 
 subscribers. 2021 AustriaGP Highlights: Moto3. Info. Shopping. Tap to 
 unmute ...",10 Sep 2016
"Yasmin Ahmad, storyteller","He says Yasmin did many commercials for companies like Petronas and 
 Malaysia Airlines, adding that Petronas is a good platform because it is a 
 company our ...",11 Sep 2016
Malaysian oil and gas hub materializes as Malikai nears ...,"Located in the block G PSC, awarded by Petronas in 1995, a peak annual 
 production of 60,000 b/d is anticipated. Shell (35%) and partners 
 ConocoPhilips Sabah (35 ...",12 Sep 2016
Petronas justifies Formula-1 spending,"Petronas president and group chief executive Datuk Wan Zulkiflee Wan 
 Ariffin said that its partnership with Mercedes-Benz and involvement in the 
 F1 championship ...",14 Sep 2016
Petronas will continue staffing policies,"Petronas will continue to recruit, rotate, develop and promote employees 
 based on their performance and qualities. Bernama. Fri Sep 16 2016.",16 Sep 2016
Wan Zul's mission to change Petronas,"For Petronas' president and chief executive Datuk Wan Zulkiflee Wan 
 Ariffin, the high-performance culture coupled with cutting-edge technology 
 at the ...",17 Sep 2016
F1 governing body to investigate marshal incident,"Nico Rosberg of Germany driving the (6) Mercedes AMG Petronas F1 Team 
 Mercedes F1 WO7 Mercedes PU106C Hybrid turbo past a marshal on track during 
 the ...",18 Sep 2016
Linde confirms JV gas facility with Petronas Gas in Pengerang,"Petronas Gas had announced the project a month ago, saying it will hold a 
 51% stake and Linde (M) Sdn Bhd the remaining 49%. In a statement today, 
 Linde said ...",19 Sep 2016
"Petronas says no budget, job cuts at HSSE department","KOTA TINGGI: National oil company Petroliam Nasional Bhd (Petronas) will 
 not cut the budget and manpower in its Health, Safety, Security and 
 Environment ...",19 Sep 2016
PETRONAS sedia peruntukan untuk HSSE,"KETUA HSSE Projek RAPID, Petronas Refinery and Petrochemical Corporation 
 (PRPC), Saifuddin Shah Sowkkatali. - Foto Hairul Anuar Abd Rahim.",19 Sep 2016
"Usaha sama Linde, PETRONAS Gas labur RM692.62 juta","Bahan berkenaan adalah untuk dibekalkan kepada kompleks penapisan skala 
 dunia PETRONAS dan Kompleks Petrokimia Bersepadu (RAPID) di Pengerang, 
 Johor. PGS juga ...",19 Sep 2016
WSJ: Hundreds of Petronas employees to be laid off,"Hundreds of Petronas employees may have to look for new jobs soon, as the 
 national oil and gas firm is reported to be downsizing.",20 Sep 2016
Petronas lets contracts for Pengerang complex,"As part of long-term supply agreements with Petronas, Pengerang Gas 
 Solutions Sdn. Bhd. (PGS)—a joint venture of Linde AG subsidiary Linde 
 Malaysia Sdn. Bhd.",20 Sep 2016
Malaysian Energy Firm Petronas Plans Several Hundred More Job Cuts,"Petroliam Nasional Bhd., known as Petronas, is planning the job cuts at its 
 publicly listed operations, according to the people. The company, which 
 provides ...",20 Sep 2016
Pirelli reveal tyre selections for Malaysia,"Pirelli have revealed the individual tyre selections for each driver ahead 
 of the upcoming 2016 Formula 1 Petronas Malaysia Grand Prix.",20 Sep 2016
GSH launches its first condo project in KL,"The 52-storey Eaton Residences, with views of the Petronas Twin Towers and 
 the Royal Selangor Golf Course, will have 632 units.",21 Sep 2016
Nothing to See Here: Southeast Asia Flummoxed by Haze Study,"A general view shows Malaysia's landmark Petronas Twin Towers (2nd R) and 
 Kuala Lumpur Tower (L) as a layer of haze covers the city during sunset in 
 Kuala ...",21 Sep 2016
Canada review says Petronas plant would hit environment: sources,"OTTAWA (Reuters) - A Canadian review of a proposed Petronas-led liquefied 
 natural gas plant has found the project would have a significant 
 environmental ...",23 Sep 2016
"Lebih 5,000 sertai Orchid Fun Run & Ride PETRONITA","KETUA Pegawai Eksekutif Kumpulan Petronas, Datuk Seri Wan Zulkiflee Wan 
 Ariffin (kanan) mengagihkan bunga orchid sebagai tema larian sempena 
 majlis ...",25 Sep 2016
Dua kemudahan baharu menjelang F1 di Sepang,"LITAR Antarabangsa Sepang (SIC). SEPANG: Grand Prix (GP) Formula Satu (F1) 
 PETRONAS Malaysia akan menjadi acara terbesar pertama yang menggunakan dua 
 fasiliti ...",25 Sep 2016
"Lagi, Petronas pecat ratusan karyawan | merdeka.com","Merdeka.com - Tahun ini nampaknya bukan menjadi tahun yang baik bagi 
 Petroliam Nasional Bhd (Petronas). Sebab, perusahaan minyak dan gas (migas) 
 asal ...",26 Sep 2016
F1 Malaysian GP grid girls uniform by Nurita Harith - paultan.org,"The Petronas Formula 1 Malaysian Grand Prix will be happening this weekend, 
 and the title sponsor unveiled this year's grid girl attire on Saturday.",26 Sep 2016
Green light no guarantee that $36 billion LNG project a go,"If Malaysian energy giant Petroliam Nasional Berhad (Petronas) doesn't 
 already have a green light from the federal government for its $36 billion 
 Pacific ...",27 Sep 2016
Petronas Urania With ViscGuard Launched In India,"Petronas Lubricants International launches its commercial vehicle lubricant 
 (CVL), Urania with ViscGuard in India. The new range of diesel engine 
 lubricants ...",27 Sep 2016
Pertamina Bersiap Kalahkan Petronas Jadi Perusahaan Kelas Dunia,"Pertamina Bersiap Kalahkan Petronas Jadi Perusahaan Kelas Dunia. Nanang 
 Wijayanto. Selasa 27 September 2016 - 17:51 WIB. Pertamina Bersiap Kalahkan 
 Petronas ...",27 Sep 2016
