Title,Content,Time
Derrick Henry: Tennessee Titans running back signs $10.2m franchise tender,"Tennessee Titans running back Derrick Henry has signed his one-year, $10.2m 
franchise tag tender, ESPN reported on Thursday.",2 Apr 2020
MOT to reopen tender for largest contract in 'direct tender' list,"The Transport Ministry (MOT) will reopen the tender for the Klang Valley 
Double Tracking (Phase 2) (KVDT 2) project which is the largest in terms of 
value ...",28 Aug 2020
Revlon Announces Extension of the Early Tender Deadline for ...,"(NYSE: REV) (“Revlon”) announced today that the Early Tender Deadline (as 
defined in the Offering Memorandum) for the previously-announced exchange 
offer and ...",6 Nov 2020
India's Petronet plans to cancel 10-year LNG import tender: sources,"GAIL and Italy's ENI were the only two companies that qualified for 
Petronet's long term LNG tender, the two sources said. Singh last month 
said 13 companies ...",23 Jul 2020
AerCap Holdings NV Announces Pricing Terms for Debt ...,"The Tender Offer Yields (as determined pursuant to the Offer to Purchase) 
listed in the table below were determined at 10:00 A.M., New York City 
time, today, ...",14 Dec 2020
Lebanese government to manage mobile networks ahead of new tender,"A tender for new contracts to manage the mobile and data operators will be 
ready within three months, Telecom Minister Talal Hawat said in a tweet 
on ...",5 May 2020
Gamuda-BMD JV invited to tender for A$2.6 billion Australian ...,"KUALA LUMPUR (April 20): A joint venture (JV) between Gamuda Bhd and BMD 
Constructions Pty Ltd has been invited to tender for a motorway connecting 
to the ...",20 Apr 2020
Broncos place second-round tender on DL Mike Purcell,"— One of the league's best run stoppers will remain in Denver. The Broncos 
placed a second-round tender on defensive lineman Mike Purcell, the team 
announced ...",18 Mar 2020
AT&T Recommends Stockholders Reject Mini-Tender Offer ...,"* (“AT&T”) has learned that Ponos Industries LLC (“Ponos”) has made an 
unsolicited “mini-tender” offer, dated June 8, 2020. Ponos has offered to 
purchase up to ...",16 Jun 2020
Pozitive preliminary result for Enel Green Power at the second ...,"The DGEG tender was launched for up to 700 MW of new standalone solar and 
solar + storage projects and is in line with Portugal's goal to be carbon 
neutral by ...",28 Aug 2020
Saba Capital Reaches Agreement With Pioneer Floating Rate ...,"“Importantly, the agreement will benefit both the Fund's tendering and 
non-tendering shareholders, as the tender price will be accretive to the 
NAV of the ...",31 Aug 2020
MCMC: RM4.6bil Jendela works tender to close on March 31 ...,"With the introduction of Jendela, tenders relating to it would be dispersed 
and Fadhlullah said its main difference with the NFCP 2 tender is the 
number of ...",20 Nov 2020
Occidental Announces Early Tender Results and Further ...,"Occidental Announces Early Tender Results and Further Upsize in Cash Tender 
Offers and Consent Solicitations for Certain of its Senior Notes. December 
21, 2020 ...",21 Dec 2020
Marriott International Announces Debt Tender Offers,"Upon the terms and subject to the conditions set forth in the Tender Offer 
Documents, Holders who (i) validly tender Notes at or prior to the 
Expiration Date ( ...",15 Jun 2020
Commonwealth Bank of Australia announces cash tender ...,"The tender offers are being made pursuant to an offer to purchase dated 
today and an accompanying notice of guaranteed delivery, which set out a 
more complete ...",1 Dec 2020
"UPDATE 1-Czech nuclear plant tender hits hurdle over China, Russia 
participation","(Adds quote, opposition, CEZ, background). PRAGUE, Dec 9 (Reuters) - A 
Czech tender to build a new nuclear power plant worth at least $7.2 billion 
at ...",9 Dec 2020
"Comcast Corporation and NBCUniversal Enterprise, Inc ...","Announce Results of Tender Offers for Certain of their Outstanding Senior 
Debt Securities. June 18, 2020 09:00 AM Eastern Daylight Time. 
PHILADELPHIA--(BUSINESS ...",18 Jun 2020
Traineeships tender finally launched but with short deadline,"Training providers have been given less than three weeks to bid in the 
government's much-anticipated tender for 19 to 24 traineeship funding.",8 Oct 2020
ESFA plan traineeship funding tender despite history of tendering woes,"The Education and Skills Funding Agency is to launch a tender to “quickly” 
widen the provider base for adult traineeships despite a recent history 
of ...",29 Jul 2020
Revealed: The number of bids in ESFA's traineeships tender,"Jim Carley, a tender specialist in the FE sector, previously said he 
expected “in excess of 3,000 bidders” based on the fact that the 
procurement did not have ...",6 Nov 2020
Patriots guard Joe Thuney signs franchise tender,"By signing the tender, Thuney also can now be traded to another team. 
Thuney was expected to generate significant free-agent interest because of 
his combination ...",19 Mar 2020
BHP awards tender for LNG-fuelled bulk iron ore carriers,"L said on Friday it has awarded a tender to charter five bulk iron ore 
carriers powered by liquefied natural gas (LNG), aiming to cut greenhouse 
gas emissions ...",3 Sep 2020
Wind power plant :Uzbekistan issues tender for 100MW project,"The tender is part of Uzbekistan's renewable energy strategy aimed at 
generating a quarter of all electricity from renewable sources, by 2030. 
Uzbekistan has ...",16 Apr 2020
UK logistics firm given almost £800m of Covid contracts without tender,"The huge scale of the contracts awarded to Uniserve without a tender has 
raised questions over whether the DHSC achieved the best value for the 
taxpayer, ...",18 Dec 2020
France eases wind and solar deadlines over coronavirus as ...,"France eases wind and solar deadlines over coronavirus as latest tender 
results ... as the country awarded another 1.7GW in its latest batch of 
tendering.",2 Apr 2020
RM1.92mil project for 800 educational TV programmes given ...,"Education Minister Dr Mohd Radzi Md Jidin (pic) said the project had gone 
through the proper processes via open tender. ""At the moment, the company 
has produced ...",24 Nov 2020
Tenders for RM4 bil Rasau water treatment plant to be called ...,"Pengurusan Air Selangor Sdn Bhd (Air Selangor) will call for tenders for 
the first phase of the Rasau water treatment plant valued at about RM4 
billion next ...",18 Dec 2020
Dual-envelope tender launched for Jalan Anak Bukit site,"SINGAPORE - The Urban Redevelopment Authority (URA) on Tuesday (June 30) 
launched a “dual envelope” tender of a choice site at Jalan Anak Bukit for 
a ...",30 Jun 2020
Vikings' Anthony Harris signs franchise tender,"By signing the tender, Harris will be paid a guaranteed salary of 
$11,441,000 for the 2020 season. Harris and the Vikings have until the July 
15 deadline to ...",17 May 2020
Pioneer Floating Rate Trust Announces Final Results of ...,"The Fund's tender offer expired on Tuesday, December 22, 2020, at 5:00 p.m. 
Eastern Standard Time. The Fund has accepted 12,369,087 duly tendered and 
not ...",28 Dec 2020
Marchex Announces the Commencement of a Joint Tender ...,"Marchex Announces the Commencement of a Joint Tender Offer with Edenbrook 
Capital for Up to 10 Million Shares of Marchex's Class B Common Stock. 
August 31, 2020 ...",31 Aug 2020
"StarChild: Shower your pets with some tender, loving care","We hope you take good care of your pets by showering them with lots of TLC 
(tender loving care). Pets are a great way to teach children to be 
responsible. While ...",21 Feb 2020
Solar reaches average price of €0.0574/kWh in France's ...,"The PV source secured 340 of the 600 MW allocated in the procurement 
exercise. The price for solar energy was 7% lower than in the previous 
tender.",21 Oct 2020
Petrobras Announces Final Results Of Its Cash Tender Offers,"The table below sets forth the aggregate principal amount of Tender Notes 
validly tendered in the Tender Offers or validly delivered through 
guaranteed delivery ...",22 Oct 2020
KKB Engineering tenders for RM1.1bil worth of work,"He expects the outcome of most of the tenders to be known in first 
half-2021. The group has set the target of success rate to clinch the 
projects at between ...",23 Nov 2020
"Bangladesh cancels Nov LNG tender, likely to cancel Dec on ...","Dhaka — Bangladesh has cancelled a tender to import LNG from the spot 
market in November because of too high spot prices, and a December tender 
is also ...",23 Oct 2020
£10bn Covid contracts without competitive tender come under ...,"Totis Kotsonis, a partner at law firm Pinsent Masons, said the government's 
use of direct contract awards that allowed competitive tendering to be 
waived in ...",12 Oct 2020
"Woman has crystal that looks like fried chicken, netizens say ‘finger 
lickin’ good’","While the woman's 'chicken tender' is particularly striking, crystals 
looking like food is actually quite common as proven by many commenting on 
the post.",30 Jun 2020
Ross Stores Announces Early Results and Upsize of Its Cash ...,"Withdrawal rights for the Tender Offers expired at 5:00 p.m. New York City 
time on October 15, 2020, and, accordingly, Securities validly tendered in 
the Tender ...",15 Oct 2020
"Chile to push forward with 5G spectrum tender, president says","SANTIAGO (Reuters) - Chilean President Sebastian Pinera said on Monday that 
the South American nation will kick off a 5G spectrum tender, which he 
called a ...",17 Aug 2020
Tidewater Inc. Announces Receipt of Requisite Consents with ...,"Holders tendering Notes in the Tender Offer are not required to have 
provided a consent in the Consent Solicitation, and the Consent 
Solicitation was not ...",18 Nov 2020
Western Asset Inflation-Linked Income Fund Announces Plan ...,"The commencement of the tender offer is pursuant to an agreement (the 
“Standstill Agreement”) between the Fund and Karpus Investment Management 
(“Karpus”).",24 Nov 2020
Japan launches tender for floating wind farm off Nagasaki,"Wind turbine in Japanese waters. Author: mmatsuura. June 25 (Renewables 
Now) - Japan has kicked off its first tender for offshore wind capacity, 
seeking parties ...",25 Jun 2020
Petroleos Mexicanos Announces Offering Of Global Notes ...,"The Tender Offers will expire at 5:00 p.m. (New York City time) on January 
28, 2020 (such date and time with respect to a Tender Offer, as the same 
may be ...",21 Jan 2020
The Los Angeles Chargers placed a tender on cornerback ...,"The Los Angeles Chargers today placed a tender on cornerback Michael Davis 
(second round) along with exclusive rights free agents Isaac Rochell and 
Trent ...",17 Mar 2020
US pressure over China prompts Israeli review of $1.5bn tender,"The desalination plant, Sorek B, remained outside the scope of the foreign 
investment advisory committee because the tender for the project was 
published ...",13 May 2020
Tupperware Brands Corporation Commences Second Cash ...,"The Company also announced the commencement of a second offer (the ""New 
Offer"" and, together with the Existing Offer, the ""Tender Offers"") to 
purchase for cash ...",11 Jun 2020
Procurement Policy Note 08/20 - Introduction of Find a Tender,"This Procurement Policy Note (PPN) reminds contracting authorities of the 
'Find a Tender' service. Published 23 November 2020 ...",23 Nov 2020
Mannatech Commences Cash Tender Offer to Purchase up to ...,"Mannatech Commences Cash Tender Offer to Purchase up to $5 Million of Its 
Common Stock. May 29, 2020 09:21 AM Eastern Daylight Time. FLOWER MOUND, 
Texas--( ...",29 May 2020
GDB tendering for RM2.8 billion projects,"8 billion worth of building construction and piling projects throughout 
Malaysia. In a statement, GDB said its construction tender book as at today 
amounted to ...",16 Jun 2020
Petrobras pushes back tender date for pair of Buzios floaters,"Brazilian state-controlled oil giant Petrobras has postponed by a month the 
deadline for contractors to submit offers in a tender for the charter of 
two ...",25 Nov 2020
Egypt's GASC announces first wheat tender for 2020-21 season,"London — Egypt state grain importer GASC announced June 1 its first wheat 
tender of the 2020-21 marketing year (July-June) will take place on June 
2, ...",2 Jun 2020
Solar dominates Germany's first 'innovative renewables ...,"The Bundesnetzagentur said 45 of the bids in the innovative technology 
tender were for PV-only projects with a total generation capacity of 283 
MW. The ...",30 Sep 2020
Cash to remain legal tender in Europe after landmark ruling,"Speed of transactions, along with worries about banknotes funding crime and 
terrorism, were helping the switch away from physical tender even before 
the advent ...",30 Sep 2020
Philippines floating LNG regas unit tender on the horizon,"Local conglomerate First Gen will soon launch the tender for what is 
expected to be the Philippines' first liquefied natural gas floating 
storage and ...",30 Sep 2020
EU approves German coal phase-out tender mechanism,"The European Commission today said Germany's coal phase-out tender 
mechanism to compensate operators for early closures promotes climate 
objectives and is ...",25 Nov 2020
Gamuda aims to secure RM10bil tender from Australia ...,"- The outcomes of these tenders are expected in 2021. - Massive infra 
opportunities are coming up in Australia, and Gamuda expects to be actively 
bidding for ...",8 Dec 2020
RM4.6 billion Jendela works tender to close on March 31 next year,"KUALA LUMPUR: The tender for infrastructure works at 1,661 sites involving 
an investment value of RM4.6 billion under the National Digital 
Infrastructure ...",20 Nov 2020
"Delhi-Meerut RRTS: Why Ministry can’t cancel tender won by Chinese firm 
Shanghai Tunnel Engineering Company","Delhi-Meerut RRTS: Why Ministry can't cancel tender won by Chinese firm 
Shanghai Tunnel Engineering Company. Other bidders included Tata Projects 
at Rs 1,346.3 ...",18 Jun 2020
'Tiada justifikasi buka semula tender KVDT2',"KUALA LUMPUR: Rancangan untuk membuka semula tender Projek Landasan 
Berkembar Lembah Klang (KVDT2) tidak mempunyai justifikasi berfakta atau 
undang-undang, ...",31 Aug 2020
UPDATE 2-Japan's NTT completes tender offer in $40 bln NTT Docomo deal,"(Adds deal size). TOKYO, Nov 17 (Reuters) - Japan's Nippon Telegraph and 
Telephone Corp (NTT) said on Tuesday it has completed a tender offer for 
its ...",16 Nov 2020
Decent tender visibility for the coming year bodes well for Yinson,"Setting the standards: Yinson Holdings Bhd have a proven track record in 
consistently delivering projects on budget and on time. PETALING JAYA: 
Decent tender ...",23 Dec 2020
RMB Capital Responds to Itochu's Rebuttal of its Opposition to ...,"RMB opposes the current tender offer to FamilyMart by Itochu and demands 
Itochu raise its offer price back to 2,600 yen per share. RMB is responding 
to the ...",17 Aug 2020
Marchex and Edenbrook Capital Announce Results of Tender ...,"Marchex and Edenbrook Capital Announce Results of Tender Offer for up to 10 
Million Shares of Class B Common Stock of Marchex. October 08, 2020 04:05 
PM Eastern ...",8 Oct 2020
Tenders awarded to turn 9 HDB carpark rooftops into urban ...,"SINGAPORE - Parked cars will soon make way for growing vegetables as 
tenders were awarded for urban farming at nine carpark rooftops by the 
Singapore Food ...",30 Sep 2020
Barclays Bank PLC Announces Commencement of Cash ...,"Noteholders who wish to tender or withdraw tenders of their Notes in the 
Offer must do so by contacting their respective broker, dealer or other 
person who ...",31 Aug 2020
Suzano announces expiration and final results of cash tender ...,"Payment of the Tender Consideration and Accrued Interest (as defined in the 
Offer to Purchase) for the accepted Notes validly tendered is expected to 
be ...",10 Sep 2020
Pioneer Natural Resources Announces Cash Tender Offer for ...,"Holders of Notes tendering their Notes after the Early Tender Date and 
prior to the Expiration Date will only be eligible to receive the 
applicable Tender Offer ...",11 May 2020
TENDERING: EPCG looking for project design for new unit at ...,"Montenegrin state power utility Elektroprivreda Crne Gore (EPCG) has 
announced an international tendering for the preparation of project 
documentation for ...",10 Aug 2020
"Toshiba Machine to tender NuFlare shares to Toshiba despite higher offer 
from Hoya","TOKYO, Jan 15 (Reuters) - Toshiba Machine Co said on Wednesday it would 
tender its stake in chip equipment maker NuFlare Technology Inc to Toshiba 
Corp, ...",15 Jan 2020
Thermo Fisher Scientific Publishes Offer Document for ...,"The QIAGEN Managing Board and Supervisory Board have unanimously 
recommended that QIAGEN shareholders accept the Tender Offer by tendering 
their shares and vote ...",18 May 2020
INGENICO GROUP: Worldline filed its proposed tender offer,"Worldline filed its proposed tender offer for Ingenico securities with the 
Autorité des marchés financiers (AMF). Ingenico's board of directors issued 
a ...",8 Jul 2020
"MLB rumors: Cubs won't non-tender Kris Bryant; Red Sox interested in Corey 
Kluber","In the meantime, the expectation is that things will start to pick up later 
this week, as the non-tender deadline (Wednesday night) ought to encourage 
a ...",2 Dec 2020
Eight more T Level qualifications put out to tender,"Overall, the eight T Levels are predicted to have been delivered to 149,000 
learners by that year. The tender has been valued at a combined £44.7 
million. There ...",3 Nov 2020
S Africa opens 2-GW tender to fill power supply gap,"The tender round is being held under the Risk Mitigation Independent Power 
Producers Procurement Programme (RMIPPPP). The solicitation is open to 
various energy ...",31 Aug 2020
France Greenlights 8.75 GW Offshore Wind Target,"2021 and 2022 will see three 250 MW floating wind tenders in Brittany and 
the Mediterranean, and one fixed-bottom tender for a capacity between 500 
MW and 1 GW.",23 Apr 2020
Huawei and ZTE win 88% of joint China Telecom/Unicom 5G ...,"The split between Huawei and ZTE doesn't seem to have bee published but we 
do know that out of the 250,000 base stations included in the tender, 
110,000 will be ...",28 Apr 2020
SECI concludes world's largest renewables-plus-storage ...,"The tender, which received bids for for 1.62 GW of capacity against the 1.2 
GW sought, saw Greenko secure 900 MW of pumped storage capacity and Renew 
Power 300 ...",31 Jan 2020
Honda to commence the tender offer for shares in Keihin ...,"Honda to commence the tender offer for shares in Keihin, Showa and Nissin 
... As announced in the press release issued on October 30, 2019, Hitachi, 
Ltd. (TSE: ...",1 Sep 2020
German PV tender delivers record low solar power price of ...,"The 100 MW tender was five times oversubscribed and the average final price 
tariff offered was €0.05 lower than the previous procurement round.",19 Feb 2020
Viatris Inc. Recommends Caution on TRC Capital Corp.'s ...,"(NASDAQ: VTRS) has been notified of an unsolicited ""mini-tender"" offer by 
TRC Capital Corporation (""TRC"") to purchase up to 6,000,000 shares, or 
approximately ...",15 Dec 2020
"MCMC: Tender lokasi menara telekomunikasi projek JENDELA dibuka, RM4.6 
bilion","KUALA LUMPUR: Suruhanjaya Komunikasi dan Multimedia Malaysia (MCMC) 
mempercepatkan pembukaan tender fasa pertama Pelan Jalinan Digital Negara 
(JENDELA) ...",20 Nov 2020
UNICEF and PAHO launch joint COVID-19 vaccine tender on ...,"The aim of the tender is to ensure equitable and accelerated access to 
quality assured vaccines for the 186 participating economies as of today. 
All ...",11 Nov 2020
ZIM Integrated Shipping Services Ltd. - Announcement of the ...,"No further tenders of any Notes may be made pursuant to the Offer. This 
announcement must be read in conjunction with the Tender Offer Memorandum. 
This ...",13 Oct 2020
Advent International Completes Tender Offer for Shares of ...,"Advent International Completes Tender Offer for Shares of Forescout 
Technologies. Acquisition to Close Imminently Today Through a Second-Step 
Merger.",17 Aug 2020
